PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
02536700426;FINESTAR;2;2020-03-22 01:00:50
00838020428;BRIMOCOMB;1;2020-03-22 01:00:57
00179910427;FODREN;5;2020-03-22 01:01:10
00886370428;FINASTERIDE AHCL;1;2020-03-22 01:01:12
02354140424;FRIMAIND;1;2020-03-22 01:01:19
00123220428;EPINITRIL;2;2020-03-22 01:01:22
01325090429;FINASTERIDE ZENTIVA;1;2020-03-22 01:01:22
02174750428;ALVAND;5;2020-03-22 01:01:29
02303900423;VALSARTAN E IDROCLOROTIAZIDE TEVA PHARMA;2;2020-03-22 01:01:38
00106720428;MONOKET;2;2020-03-22 01:02:39
03664141201;TIKLID;4;2020-03-22 01:02:44
02809180421;NALTREXONE ACCORD HEALTHCARE;5;2020-03-22 01:03:18
00936580422;CEFTAZIDIMA ALMUS;1;2020-03-22 01:03:25
01577040429;SUCRATE;2;2020-03-22 01:03:27
00516270428;LEFLUNOMIDE MYLAN;3;2020-03-22 01:04:00
02174000428;PERINDOPRIL DOC GENERICI;4;2020-03-22 01:04:26
01541420426;LOSARTAN E IDROCLOROTIAZIDE KRKA;1;2020-03-22 01:04:28
02671260426;GLIMEPIRIDE SANDOZ GMBH;2;2020-03-22 01:05:05
00135880425;IXILANIA;2;2020-03-22 01:05:29
02263620425;VERAPAMIL;1;2020-03-22 01:05:47
02658310608;ROPIRAL;4;2020-03-22 01:05:58
00433900420;CELECOXIB TEVA;5;2020-03-22 01:06:34
00097050421;PIPERTEX;3;2020-03-22 01:06:45
00108460429;TAMSULOSINA SANDOZ;4;2020-03-22 01:06:59
02537240422;CLOPIDOGREL TECNIGEN;1;2020-03-22 01:07:09
00172980427;KLIACEF;5;2020-03-22 01:07:32
01165430420;ABBA;5;2020-03-22 01:07:42
01063290421;CALCIO CARBONATO VITAMINA D3;5;2020-03-22 01:07:46
01304610429;XAGRID;5;2020-03-22 01:07:55
02487090421;ENALAPRIL E LERCANIDIPINA TEVA;1;2020-03-22 01:08:24
02082790425;DIUVAL;1;2020-03-22 01:08:36
00817700420;CLENIL JET;5;2020-03-22 01:09:05
02613310420;VALSARTAN SANDOZ;1;2020-03-22 01:09:19
02772230427;DUMIROX;1;2020-03-22 01:09:36
02803660428;RUPAFIN;3;2020-03-22 01:09:58
02808860429;OMEGA 3 TEVA;5;2020-03-22 01:10:01
00935300426;ZOFENOPRIL MYLAN GENERICS;5;2020-03-22 01:10:06
00005280425;XETORIB;3;2020-03-22 01:10:16
02395430420;TICLOPIDINA GIT;4;2020-03-22 01:10:36
01018290427;TELMISARTAN TEVA ITALIA;1;2020-03-22 01:10:56
02809570423;CALCIUM D3 SANDOZ;1;2020-03-22 01:11:17
01131570424;PRODUXEN;5;2020-03-22 01:11:18
01283660429;COLECALCIFEROLO ZENTIVA;4;2020-03-22 01:11:27
01148790429;MIRTAZAPINA ALMUS;2;2020-03-22 01:11:46
02309280416;ETORICOXIB AUROBINDO;1;2020-03-22 01:11:53
00590320420;ALIKRES;1;2020-03-22 01:11:55
02354850428;SYNFLEX;5;2020-03-22 01:11:57
00094720422;REPAGLINIDE SANDOZ;2;2020-03-22 01:12:18
02715180424;LEMAXIL;1;2020-03-22 01:12:24
02542140427;RAMIPRIL E AMLODIPINA KRKA;3;2020-03-22 01:12:46
02067420428;ASMAFLU;2;2020-03-22 01:12:46
01574740427;ENALAPRIL E IDROCLOROTIAZIDE SUN;2;2020-03-22 01:13:03
01581650429;LETROZOLO DOC;5;2020-03-22 01:13:19
02402820423;BATTIZER;4;2020-03-22 01:13:33
02462410420;CLODY;5;2020-03-22 01:13:41
00128350428;CLOX;4;2020-03-22 01:13:52
01431020427;FLUOXETINA ALMUS;3;2020-03-22 01:13:59
00135200426;SANAPRAV;4;2020-03-22 01:14:04
02813870421;RAFANIX;2;2020-03-22 01:14:08
02537820421;OLMESARTAN MEDOXOMIL E AMLODIPINA SANDOZ;4;2020-03-22 01:14:15
02490060429;FORUS;4;2020-03-22 01:14:15
02220640425;MIRTAZAPINA SANDOZ;3;2020-03-22 01:14:28
02450050410;TADALAFIL ACCORD;2;2020-03-22 01:14:42
02404410421;QUETIAPINA TEVA ITALIA;2;2020-03-22 01:14:50
01099500421;LERCANIDIPINA AUROBINDO;2;2020-03-22 01:14:53
01591190424;AZITROMICINA ABC;4;2020-03-22 01:15:38
02090370426;NITROGLICERINA EUROGENERICI;4;2020-03-22 01:16:01
01189020066;FOSINOPRIL AUROBINDO;5;2020-03-22 01:16:51
00167310424;COLECALCIFEROLO DOC;3;2020-03-22 01:17:43
00170060420;LETROZOLO SUN;2;2020-03-22 01:18:11
00458350428;OSTEOFOS D3;5;2020-03-22 01:18:33
00387550429;CELARTROX;4;2020-03-22 01:18:34
01577000423;MIRTAZAPINA ZENTIVA;1;2020-03-22 01:18:41
02109130423;AMLOPOL;5;2020-03-22 01:18:51
01327770424;BITOPRIX;1;2020-03-22 01:19:00
01977970431;AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO;3;2020-03-22 01:19:01
02656300429;ACARBOSIO TECNIGEN;3;2020-03-22 01:19:05
00724440425;CARNITENE;1;2020-03-22 01:19:14
01054480429;CLODY;5;2020-03-22 01:19:23
00162290423;CHIARO;3;2020-03-22 01:19:25
01360590424;EZETIMIBE ARISTO;2;2020-03-22 01:19:47
02603280427;CORINTUS;3;2020-03-22 01:19:57
02681060428;IBUPROFENE EUROGENERICI;5;2020-03-22 01:20:26
00714980422;REPAGLINIDE PENSA;3;2020-03-22 01:21:06
02346020429;FOLIFEM;5;2020-03-22 01:21:15
01272100437;GLICLAZIDE ALMUS;1;2020-03-22 01:23:02
00045360427;LANETIK;3;2020-03-22 01:23:10
02269580425;PREGABALIN SUN;5;2020-03-22 01:23:45
02286900424;ZIMANEL;4;2020-03-22 01:23:56
02389050424;MESAFLOR;2;2020-03-22 01:24:14
02077490429;MANIDIPINA DOC GENERICI;3;2020-03-22 01:24:27
00375220423;ACIDO ACETILSALICILICO TEVA ITALIA;3;2020-03-22 01:24:32
02006840421;SNAPTAG;1;2020-03-22 01:25:41
02412410421;XYZAL;5;2020-03-22 01:26:09
00681310421;SUMATRIPTAN AUROBINDO;5;2020-03-22 01:26:09
01168600425;CANDESARTAN EG;4;2020-03-22 01:26:12
02631650427;LERCADIP;5;2020-03-22 01:26:18
02355240421;SERZYL;2;2020-03-22 01:26:23
02266660428;MEGACE;4;2020-03-22 01:27:11
00171160427;ASTON;3;2020-03-22 01:27:21
02528570423;AMODIVYR;2;2020-03-22 01:27:31
00900100421;ISMO;5;2020-03-22 01:27:38
01177630241;GLAUBRIM;1;2020-03-22 01:27:44
00176190429;SIMVASTATINA AUROBINDO;3;2020-03-22 01:27:49
01310900426;TICLOPIDINA EG;1;2020-03-22 01:27:53
00205200421;AIRFLUSAL SPRAYHALER;5;2020-03-22 01:27:54
01502950429;CLARITROMICINA ALTER;1;2020-03-22 01:27:59
02535540427;RATACAND PLUS;3;2020-03-22 01:28:01
01404240416;AVALOX;2;2020-03-22 01:28:01
02159410428;OLEVIA;2;2020-03-22 01:29:14
-;RABEPRAZOLO TECNIGEN;5;2020-03-22 01:29:30
00176320422;PRAVASTATINA SUN;5;2020-03-22 01:29:31
02258310792;CERCHIO;4;2020-03-22 01:29:40
00592060420;FLUNISOLIDE EG;1;2020-03-22 01:30:18
02552120426;EZETIMIBE E SIMVASTATINA SANDOZ;1;2020-03-22 01:30:50
00160090429;SINEFLOX;2;2020-03-22 01:30:51
02804550420;LERCANIDIPINA AUROBINDO;2;2020-03-22 01:30:52
02769570421;DROPLACOMB;3;2020-03-22 01:31:47
02502470426;DOVOBET*;5;2020-03-22 01:32:06
02721500425;EZETIMIBE E SIMVASTATINA SANDOZ;3;2020-03-22 01:32:14
00887830420;PANTOPRAZOLO AUROBINDO;2;2020-03-22 01:32:41
00106410426;METFORMINA ALMUS;4;2020-03-22 01:32:42
01573100680;LANEX;5;2020-03-22 01:32:46
02745270427;CEFUROXIMA MYLAN;1;2020-03-22 01:33:11
00177570439;RABEPRAZOLO KRKA;1;2020-03-22 01:33:55
02045340425;ORUDIS;3;2020-03-22 01:33:56
00032630428;ALFUZOSINA PENSA;3;2020-03-22 01:34:17
02310080425;PERINDOPRIL INDAPAMIDE EG;2;2020-03-22 01:34:30
02204580423;FUROSEMIDE TEVA;4;2020-03-22 01:34:40
01258500428;XETAMED;4;2020-03-22 01:35:04
00936410422;OMEGASTATIN;1;2020-03-22 01:35:19
01492540420;BUDESONIDE TEVA;1;2020-03-22 01:35:41
00063480420;AMLOPOL;3;2020-03-22 01:36:25
00090010422;PERINDOPRIL SUN;2;2020-03-22 01:36:41
00752170423;ZAVESCA;3;2020-03-22 01:37:10
00736750423;ZEMPLAR;3;2020-03-22 01:37:25
02810370425;QUETIAPINA SANDOZ;1;2020-03-22 01:37:34
00011270428;ESOMEPRAZOLO DOC GENERICI;2;2020-03-22 01:38:00
00332510429;CEFTRIAXONE TECNIGEN;5;2020-03-22 01:38:40
00373590421;LUKANOF;3;2020-03-22 01:38:57
02206830420;CINACALCET AUROBINDO;5;2020-03-22 01:39:02
02531230429;RAMIPRIL RATIOPHARM ITALIA;5;2020-03-22 01:39:17
02536680420;ESCITALOPRAM ALTER;2;2020-03-22 01:39:22
00704740422;ELONTRIL;4;2020-03-22 01:39:34
01229120421;ALENDRONATO E COLECALCIFEROLO SANDOZ;1;2020-03-22 01:39:38
02421410420;QUINAPRIL ZENTIVA;1;2020-03-22 01:39:39
01430880425;TELMISARTAN TEVA ITALIA;1;2020-03-22 01:39:39
02483570426;PIOGLITAZONE ZENTIVA;3;2020-03-22 01:39:56
00026370429;TOPIRAMATO MYLAN GENERICS;4;2020-03-22 01:40:13
01229130420;CARVEDILOLO TECNIGEN;3;2020-03-22 01:40:17
01163790429;FINASTERIDE ALMUS;4;2020-03-22 01:40:36
00194530424;IDROTENS;3;2020-03-22 01:40:51
01525290423;GLAMOR;2;2020-03-22 01:40:58
02550040428;AMLODIPINA TECNIGEN;2;2020-03-22 01:41:05
02549300420;ACIDO MICOFENOLICO ACCORD;2;2020-03-22 01:41:47
01385890429;ENALAPRIL SANDOZ;4;2020-03-22 01:42:04
02217820428;RETURN;5;2020-03-22 01:42:11
00446160426;SEVELAMER EUROGENERICI;2;2020-03-22 01:42:21
02513010427;PROPAFENONE DOC GENERICI;2;2020-03-22 01:42:31
01422920429;AVEGGIO;1;2020-03-22 01:42:58
02841830421;CINACALCET SANDOZ GMBH;5;2020-03-22 01:43:23
02770160428;ARIPIPRAZOLO ACCORD;5;2020-03-22 01:43:28
01115500421;SINAFID;3;2020-03-22 01:43:29
00168260420;VENTOLIN;4;2020-03-22 01:43:31
01261600421;PERINDOPRIL INDAPAMIDE MYLAN GENERICS;1;2020-03-22 01:43:36
01891390435;PULMIST;1;2020-03-22 01:45:32
02364740429;RUPATADINA TEVA;2;2020-03-22 01:45:59
01141950426;DICLOREUM;2;2020-03-22 01:46:14
00371300427;SAMPER;2;2020-03-22 01:47:03
01327200422;CIBADREX;1;2020-03-22 01:48:01
00992280420;TOMAINO;3;2020-03-22 01:48:29
00156300428;RASARAL;4;2020-03-22 01:48:33
00660470428;EVISTA;5;2020-03-22 01:48:46
02092440425;BOSENTAN SANDOZ;2;2020-03-22 01:48:51
00156670424;AMLODIPINA ALMUS;3;2020-03-22 01:49:03
00093530426;PANTOPRAZOLO AUROBINDO ITALIA;4;2020-03-22 01:49:05
00474070422;CITALOPRAM HEXAL;3;2020-03-22 01:49:10
01170410425;ALENDROS;1;2020-03-22 01:49:28
00155510423;BETAMETASONE ZENTIVA;2;2020-03-22 01:49:49
00735730426;ACLATON;5;2020-03-22 01:50:02
02407620422;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;3;2020-03-22 01:50:04
02402620427;DOXAZOSINA EG;4;2020-03-22 01:50:15
02715770422;BICALUTAMIDE TECNIGEN;1;2020-03-22 01:50:34
02016730422;FLUCONAZOLO MYLAN;5;2020-03-22 01:51:09
01331160422;LATAY;4;2020-03-22 01:51:30
00035600428;TORADOL;4;2020-03-22 01:51:31
