PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
00123220428;LEVOCETIRIZINA KRKA;1;2020-03-08 00:22:21
00805240421;TICLOPIDINA MYLAN GENERICS;2;2020-03-08 00:22:30
00372590422;CLARITROMICINA ALTER;3;2020-03-08 00:22:30
02220640425;BRINZOLAMIDE E TIMOLOLO EG;3;2020-03-08 00:22:36
00838020428;ETASON;1;2020-03-08 00:22:40
01327200422;PARACETAMOLO CODEINA TEVA;2;2020-03-08 00:22:45
00106410426;COAPROVEL;4;2020-03-08 00:22:50
01573100680;TAMSULOSINA HEXAL;4;2020-03-08 00:22:59
00387550429;VELOS*;5;2020-03-08 00:23:16
00936580422;ACTONEL;2;2020-03-08 00:23:23
02483570426;ENTECAVIR TEVA;3;2020-03-08 00:23:34
00167310424;ATORVASTATINA ZENTIVA ITALIA;3;2020-03-08 00:23:49
00176190429;CUSPIS;4;2020-03-08 00:23:51
02552120426;IBUPROFENE AUROBINDO;4;2020-03-08 00:23:54
01131570424;DONEPEZIL ALTER;5;2020-03-08 00:24:19
01148790429;EZETIMIBE PENSA;5;2020-03-08 00:24:29
00094720422;REPAGLINIDE SANDOZ;2;2020-03-08 00:24:40
00160090429;CEFTRIAXONE TECNIGEN;1;2020-03-08 00:25:26
00026370429;LISINOPRIL IDROCLOROTIAZIDE SANDOZ;3;2020-03-08 00:25:52
00156670424;LEVETIRACETAM RATIOPHARM;1;2020-03-08 00:25:54
01261600421;CLARITROMICINA HEXAL;1;2020-03-08 00:26:10
02531230429;TRINIPLAS;3;2020-03-08 00:26:29
02354850428;SIMVASTATINA ALMUS;4;2020-03-08 00:26:42
00108460429;OMEPRAZOLO EUROGENERICI;5;2020-03-08 00:26:58
01283660429;PROGRAF;1;2020-03-08 00:27:04
02420690428;RICAP;4;2020-03-08 00:27:06
02691810424;ENALAPRIL E IDROCLOROTIAZIDE ZENTIVA;1;2020-03-08 00:27:25
02310080425;GABAPENTIN TECNIGEN;1;2020-03-08 00:27:31
01492540420;ACIDO URSODESOSSICOLICO AUROBINDO;3;2020-03-08 00:27:35
02804550420;OMEPRAZOLO P-CARE;1;2020-03-08 00:28:20
02016730422;ALIFLUS DISKUS;4;2020-03-08 00:28:52
01422920429;VARDENAFIL TEVA ITALIA;5;2020-03-08 00:28:59
00135200426;CLOZAPINA HEXAL;2;2020-03-08 00:29:07
02045340425;ZYVOXID;2;2020-03-08 00:29:17
00168260420;FLUORES;2;2020-03-08 00:29:20
00332510429;DONEPEZIL ALMUS;2;2020-03-08 00:29:28
02263620425;CARVEDILOLO ZENTIVA;5;2020-03-08 00:29:29
02266660428;ALFUZOSINA DOC GENERICI;3;2020-03-08 00:30:00
02404410421;OLMESARTAN MEDOXOMIL E AMLODIPINA MYLAN;3;2020-03-08 00:30:05
02462410420;RAMIPRIL E IDROCLOROTIAZIDE SUN;3;2020-03-08 00:30:45
02549300420;ALIFLUS DISKUS;5;2020-03-08 00:30:58
01341060422;SAMPER;3;2020-03-08 00:31:10
00170060420;CANDESARTAN HCS;2;2020-03-08 00:31:44
02006840421;ESOMEPRAZOLO SUN PHARMACEUTICAL INDUSTRIES (EUROPE) BV;4;2020-03-08 00:31:48
02813870421;RAMIPRIL IDROCLOROTIAZIDE MYLAN GENERICS;2;2020-03-08 00:31:54
02354140424;AZATIOPRINA ASPEN;2;2020-03-08 00:32:47
01229120421;CITALOPRAM ZENTIVA;5;2020-03-08 00:32:53
00179910427;IRBESARTAN E IDROCLOROTIAZIDE AUROBINDO;3;2020-03-08 00:33:03
01325090429;CARDIOVASC;1;2020-03-08 00:33:32
00155510423;ABBA;4;2020-03-08 00:34:11
00992560425;ENTACT;1;2020-03-08 00:34:16
00752170423;AMOXICILLINA E ACIDO CLAVULANICO KRKA;1;2020-03-08 00:34:20
01891390435;INDAPAMIDE PENSA;2;2020-03-08 00:34:21
00063480420;FRIMAIND;2;2020-03-08 00:34:56
02832700427;XAGRID;4;2020-03-08 00:34:58
00681310421;LETROZOLO SANDOZ;1;2020-03-08 00:35:03
00375220423;IVABRADINA ACCORD;3;2020-03-08 00:35:28
00992280420;ARICEPT;2;2020-03-08 00:35:37
02715180424;TACFORIUS;4;2020-03-08 00:35:55
02540740426;AMOXICILLINA E ACIDO CLAVULANICO ALTER;5;2020-03-08 00:35:57
00045190428;CALCIUM D3 SANDOZ;4;2020-03-08 00:36:18
02206830420;VARDENAFIL TEVA ITALIA;4;2020-03-08 00:36:26
02834420420;OPRYMEA;2;2020-03-08 00:36:33
00008080426;ENALAPRIL EG;5;2020-03-08 00:36:42
00045360427;PERINDOPRIL SUN;5;2020-03-08 00:36:58
00724440425;ALGOPIRINDOL;3;2020-03-08 00:37:26
01018290427;TEICOPLANINA HIKMA;3;2020-03-08 00:37:37
00474070422;VORICONAZOLO ARISTO;2;2020-03-08 00:37:37
01304600420;AMIODARONE RATIOPHARM ITALIA;5;2020-03-08 00:37:49
01977970431;METOCLOPRAMIDE SALF;5;2020-03-08 00:37:55
00171160427;IXILANIA;2;2020-03-08 00:37:57
00205200421;PLENDIL;1;2020-03-08 00:38:32
02487090421;GABAPENTIN TEVA PHARMA;3;2020-03-08 00:38:40
02613310420;OMEPRAZOLO GIT;4;2020-03-08 00:39:39
02803660428;CACIT VITAMINA D3;4;2020-03-08 00:40:15
02658310608;ESOMEPRAZOLO GERMED;1;2020-03-08 00:40:33
02535540427;TELMISARTAN PENSA;4;2020-03-08 00:40:43
00090010422;EUROFLU;2;2020-03-08 00:40:49
02450050410;SUPRACEF;3;2020-03-08 00:41:01
00097050421;BRIMOCOMB;5;2020-03-08 00:41:06
01229130420;ESCITALOPRAM MYLAN;4;2020-03-08 00:41:07
02603280427;TEICOPLANINA HIKMA;4;2020-03-08 00:41:39
02407620422;ALFUZOSINA ZENTIVA;2;2020-03-08 00:41:47
02806420424;ZETIA;1;2020-03-08 00:41:56
00005280425;DASSELTA;3;2020-03-08 00:42:23
01099500421;ECUBALIN;5;2020-03-08 00:42:23
02090370426;CANDESARTAN AUROBINDO;5;2020-03-08 00:42:33
02365710421;LEVETIRACETAM ALTER;4;2020-03-08 00:43:16
02067420428;PRASTEROL;5;2020-03-08 00:43:17
01404240416;ARANDA;4;2020-03-08 00:43:43
02346020429;ARBUX;2;2020-03-08 00:44:39
00736750423;EZETIMIBE SANDOZ;3;2020-03-08 00:44:55
01577000423;CELEBREX;4;2020-03-08 00:45:23
00817700420;ACICLOVIR ALMUS;1;2020-03-08 00:45:24
02077490429;MIGLUSTAT GEN ORPH;1;2020-03-08 00:45:58
00433900420;VALGANCICLOVIR ACCORD;3;2020-03-08 00:46:19
00373590421;VENLAFAXINA ZENTIVA;1;2020-03-08 00:46:26
00011270428;CITALOPRAM DOC GENERICI;5;2020-03-08 00:46:41
01170410425;DONEPEZIL ALTER;3;2020-03-08 00:46:44
02632970428;AMIODARONE MYLAN;5;2020-03-08 00:46:50
01331160422;TROZOCINA;3;2020-03-08 00:46:57
10166250968;CLOBESOL;5;2020-03-08 00:47:34
00886430420;ACIDO ACETILSALICILICO EG;4;2020-03-08 00:49:54
01431020427;METOCAL VITAMINA D3;4;2020-03-08 00:50:10
02809570423;RIVASTIGMINA AUROBINDO;4;2020-03-08 00:50:21
02769570421;SOLARAZE;5;2020-03-08 00:50:27
02809180421;EXEMESTANE MYLAN GENERICS;3;2020-03-08 00:50:51
00371300427;TERAXANS;4;2020-03-08 00:51:03
00155670425;PRODUTAL;3;2020-03-08 00:51:29
02484020421;ESOMEPRAZOLO MYLAN GENERICS;5;2020-03-08 00:51:44
01525290423;EPIFLOXIN;4;2020-03-08 00:51:49
-;CALCIPOTRIOLO SANDOZ;5;2020-03-08 00:52:05
01177630241;RISEDRONATO MYLAN;5;2020-03-08 00:52:52
02772230427;METOPROLOLO HEXAL;1;2020-03-08 00:52:58
02583700428;RISEDRONATO TECNIGEN;3;2020-03-08 00:53:46
01502950429;GLICLAZIDE;5;2020-03-08 00:53:56
02502470426;ALGOLIDER;4;2020-03-08 00:53:58
00194530424;TRAVOPROST E TIMOLOLO EG;4;2020-03-08 00:54:04
01165430420;TOLUCOMBI;5;2020-03-08 00:54:37
01141950426;CEFUROXIMA MYLAN;4;2020-03-08 00:54:37
02374750428;LISINOPRIL ZENTIVA;2;2020-03-08 00:54:47
02721500425;ESOMEPRAZOLO DOC GENERICS;5;2020-03-08 00:54:52
02217820428;MEDIPO;5;2020-03-08 00:55:03
02346030428;TOTALIP;4;2020-03-08 00:55:26
02109130423;NEBIVOLOLO E IDROCLOROTIAZIDE MYLAN;3;2020-03-08 00:55:27
02402820423;NIFEDIPINA MYLAN GENERICS ITALIA;2;2020-03-08 00:55:30
02715770422;YASNAL;2;2020-03-08 00:56:14
02542140427;DONEPEZIL ALMUS;3;2020-03-08 00:56:39
02528570423;ALVAND;2;2020-03-08 00:56:42
02092440425;ESKIM;5;2020-03-08 00:56:50
01272100437;OSTEOFOS D3;1;2020-03-08 00:56:54
02841830421;OMEPRAZOLO DOC GENERICI;2;2020-03-08 00:57:59
00590320420;PAROXETINA MYLAN GENERICS;5;2020-03-08 00:58:06
02159410428;VARDENAFIL MYLAN;3;2020-03-08 00:59:01
02298560422;CEFODOX;2;2020-03-08 00:59:03
02401720426;FEXOFENADINA SANOFI;1;2020-03-08 00:59:22
01310900426;GOMEISA;4;2020-03-08 00:59:27
01553010420;NECLORAL;2;2020-03-08 00:59:33
02483570426;CONVERTEN;3;2020-03-08 01:00:06
01229120421;CINACALCET ARISTO;4;2020-03-08 01:00:11
02355240421;CANDESARTAN E IDROCLOROTIAZIDE MYLAN;3;2020-03-08 01:00:30
00886370428;ALGIX;5;2020-03-08 01:00:39
01470350669;GRIFOXINA;1;2020-03-08 01:00:40
02583700428;TADALAFIL MYLAN;3;2020-03-08 01:00:50
02537820421;ZAVESCA;2;2020-03-08 01:01:03
00011270428;GEMFIBROZIL;5;2020-03-08 01:01:19
00817700420;TERBINAFINA TECNIGEN;4;2020-03-08 01:01:23
00090010422;LEVETIRACETAM AUROBINDO PHARMA ITALIA;4;2020-03-08 01:01:44
01131570424;ATENOLOLO ZENTIVA;4;2020-03-08 01:01:45
01148790429;BOSENTAN MEDAC;3;2020-03-08 01:03:01
01018290427;ISOSORBIDE MONONITRATO DOC GENERICI;1;2020-03-08 01:03:15
00032630428;EXEGEN;4;2020-03-08 01:03:18
00516270428;LOSARTAN E IDROCLOROTIAZIDE SUN;5;2020-03-08 01:04:15
00805240421;PERINDOPRIL E AMLODIPINA DOC GENERICI;1;2020-03-08 01:04:28
02487090421;SELOKEN;5;2020-03-08 01:04:32
02809180421;MOBIC;2;2020-03-08 01:04:44
01304600420;RAMIPRIL E IDROCLOROTIAZIDE AUROBINDO;2;2020-03-08 01:04:44
03664141201;PROTOPIC;1;2020-03-08 01:04:49
00590320420;AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA LAB;1;2020-03-08 01:04:56
02809570423;FERRO GLUCONATO;5;2020-03-08 01:05:07
02841830421;NEFAZOL;4;2020-03-08 01:05:15
00387550429;SERTRALINA MYLAN GENERICS;2;2020-03-08 01:05:45
01341060422;LANSOPRAZOLO TEVA;2;2020-03-08 01:05:55
00155670425;PIOGLITAZONE AUROBINDO;2;2020-03-08 01:05:55
02109130423;INFEUR;4;2020-03-08 01:06:01
02420690428;NITRODERM TTS;4;2020-03-08 01:07:17
01492540420;OLMESARTAN MEDOXOMIL ZENTIVA;4;2020-03-08 01:07:20
02082790425;OMEPRAZOLO TEVA;1;2020-03-08 01:07:43
00035600428;RISEDRONATO DOC;1;2020-03-08 01:08:12
00935300426;URSACOL;4;2020-03-08 01:08:19
02412410421;SORICLAR;1;2020-03-08 01:08:20
00167310424;LORTAAN;3;2020-03-08 01:08:33
02550040428;PERINDOPRIL TEVA ITALIA;2;2020-03-08 01:08:34
02531230429;KEVINDOL;4;2020-03-08 01:08:37
02402820423;OLMESARTAN TECNIGEN;2;2020-03-08 01:08:50
02745270427;REALEN;3;2020-03-08 01:08:53
02389050424;LACIPIL;1;2020-03-08 01:08:59
02402620427;LIPERIAL;2;2020-03-08 01:09:30
00205200421;EMIRIZIA;4;2020-03-08 01:09:41
00660470428;TAMSULOSIN MYLAN GENERICS;3;2020-03-08 01:10:06
02536680420;ERISTROL;5;2020-03-08 01:10:30
00936580422;FLUVASTATINA SANDOZ GMBH;3;2020-03-08 01:10:37
02303900423;TOPIRAMATO DOC GENERICI;2;2020-03-08 01:10:38
01360590424;PROXEDOX;5;2020-03-08 01:11:00
02806420424;KETOPROFENE DOC GENERICI;5;2020-03-08 01:11:29
02266660428;FALEV;3;2020-03-08 01:11:35
01404240416;DULOXETINA AUROBINDO;5;2020-03-08 01:11:46
00045360427;KETOPROFENE SALE DI LISINA PENSA;2;2020-03-08 01:12:25
01163790429;PANTOPRAZOLO ARISTO PHARMA;2;2020-03-08 01:12:46
02804550420;SERTRALINA KRKA;2;2020-03-08 01:13:07
00838020428;ACIDO ACETILSALICILICO SANDOZ;3;2020-03-08 01:13:34
00135200426;CAPECITABINA MEDAC;4;2020-03-08 01:13:54
00026370429;DORZOLAMIDE AUROBINDO;2;2020-03-08 01:13:55
00736750423;NIMESULENE;3;2020-03-08 01:14:43
01573100680;KETOPROFENE SALE DI LISINA PENSA;3;2020-03-08 01:15:08
02808860429;DIAMICRON;2;2020-03-08 01:15:10
01168600425;BENTELAN;2;2020-03-08 01:15:29
02691810424;LONGASTATINA;4;2020-03-08 01:15:33
02490060429;KETOPROFENE SALE DI LISINA MYLAN GENERICS;2;2020-03-08 01:15:43
00170060420;AMOXICILLINA SUN;2;2020-03-08 01:16:00
00162290423;FOLIFEM;4;2020-03-08 01:16:24
01054480429;CIPROFLOXACINA KRKA;1;2020-03-08 01:16:46
02721500425;POSACONAZOLO EUROGENERICI;1;2020-03-08 01:16:54
01553010420;ROPINIROLO MYLAN GENERICS;3;2020-03-08 01:17:08
01304610429;BRESTORAL;1;2020-03-08 01:17:16
02298560422;ITRACONAZOLO TEVA;4;2020-03-08 01:17:44
02770160428;AMIODARONE ZENTIVA;5;2020-03-08 01:17:56
02632970428;TERAZOSINA DOC GENERICI;5;2020-03-08 01:18:17
00752170423;MILLIBAR;5;2020-03-08 01:18:45
00156670424;LISINOPRIL IDROCLOROTIAZIDE MYLAN GENERICS;2;2020-03-08 01:18:46
02516810427;LETROZOLO AUROBINDO;4;2020-03-08 01:19:00
02813870421;SIMVASTATINA TECNIGEN;2;2020-03-08 01:19:31
00108460429;MANIDIPINA MYLAN GENERICS;2;2020-03-08 01:20:03
02310080425;OLMESARTAN MEDOXOMIL ALTER;4;2020-03-08 01:20:10
02364740429;CARVIPRESS;2;2020-03-08 01:20:12
02656300429;SUCRATE;2;2020-03-08 01:20:41
01229130420;EZETIMIBE E SIMVASTATINA SUN;3;2020-03-08 01:20:55
01261600421;RISEDRONATO ACCORDPHARMA;1;2020-03-08 01:20:56
02834420420;KETOROLAC AUROBINDO;1;2020-03-08 01:20:56
00179910427;PIOGLITAZONE TECNIGEN;3;2020-03-08 01:21:10
00155510423;RIZALIV RPD;3;2020-03-08 01:21:23
01008100420;AXAGON;4;2020-03-08 01:21:29
02421410420;DESLORATADINA EG;5;2020-03-08 01:22:12
00005280425;RAMIPRIL ACCORD;3;2020-03-08 01:22:49
02174750428;TREOJECT;5;2020-03-08 01:24:10
02269580425;NIMESULIDE PENSA;5;2020-03-08 01:24:11
02346020429;ETORICOXIB SANDOZ;4;2020-03-08 01:24:34
02462410420;CEFTRIAXONE ZENTIVA;1;2020-03-08 01:25:16
01170410425;CRESTOR;2;2020-03-08 01:25:54
02045340425;TICLOPIDINA TECNIGEN;2;2020-03-08 01:25:55
01502950429;GRISET;4;2020-03-08 01:25:57
00458350428;VALACICLOVIR SANDOZ;3;2020-03-08 01:27:12
01115500421;ACTONEL;4;2020-03-08 01:27:40
00375220423;KARVEA;5;2020-03-08 01:28:09
02769570421;PRECTEN;2;2020-03-08 01:28:09
00724440425;DOXAZOSINA SUN;2;2020-03-08 01:28:13
01891390435;DESLORATADINA MYLAN GENERICS;4;2020-03-08 01:28:22
01099500421;SALBUTAMOLO SANDOZ;1;2020-03-08 01:28:39
01422920429;ZOLMITRIPTAN AUROBINDO;1;2020-03-08 01:28:45
00135880425;ENALAPRIL GIT;5;2020-03-08 01:28:46
00097050421;PRAMIPEXOLO SANDOZ GMBH;1;2020-03-08 01:28:48
01581650429;NITROGLICERINA EUROGENERICI;2;2020-03-08 01:29:07
01385890429;BRALTUS;2;2020-03-08 01:29:19
02206830420;CAPECITABINA MEDAC;4;2020-03-08 01:29:55
02715180424;OSTEOFOS D3;1;2020-03-08 01:30:06
02715770422;ALENDRONATO SUN;2;2020-03-08 01:30:25
02159410428;ECLIPSE;2;2020-03-08 01:30:48
01177630241;NIMESULIDE ALMUS;1;2020-03-08 01:31:04
02540740426;BROMOCRIPTINA;4;2020-03-08 01:31:10
00008080426;FOSFOMICINA AUROBINDO;2;2020-03-08 01:31:53
10166250968;CLOPIDOGREL KRKA;2;2020-03-08 01:31:55
01541420426;ROCALTROL;2;2020-03-08 01:31:55
02404410421;ATOVER;1;2020-03-08 01:32:00
02286900424;GLADIO;3;2020-03-08 01:32:09
01272100437;DROPLATAN;1;2020-03-08 01:32:20
02810370425;ROLDAP;4;2020-03-08 01:32:38
00332510429;KLEKTICA;4;2020-03-08 01:32:43
02217820428;DONEPEZIL SUN;4;2020-03-08 01:32:44
00066360421;CIPROFLOXACINA ALMUS;3;2020-03-08 01:33:13
00128350428;ZEMPLAR;2;2020-03-08 01:33:29
02077490429;FORMOTEROLO EG;3;2020-03-08 01:33:38
02832700427;CITALOPRAM EUROGENERICI;5;2020-03-08 01:34:00
02681060428;GABAPENTIN EG;2;2020-03-08 01:35:16
02263620425;OMEPRAZOLO FG;1;2020-03-08 01:35:38
01327200422;FORMOTEROLO EG;5;2020-03-08 01:35:45
00592060420;OCTREOTIDE BIOINDUSTRIA LIM;4;2020-03-08 01:35:47
02603280427;VENLAFAXINA SANDOZ GMBH;2;2020-03-08 01:35:55
02549300420;OLMESARTAN E AMLODIPINA DOC;1;2020-03-08 01:36:29
02016730422;ADCIRCA;3;2020-03-08 01:36:44
02309280416;GLUCOSIO FRESENIUS KABI ITALIA;4;2020-03-08 01:37:04
02450050410;LUKANOF;1;2020-03-08 01:37:38
00123220428;MELOXICAM HEXAL;4;2020-03-08 01:38:11
02220640425;PULMIST;1;2020-03-08 01:38:12
00433900420;COPEMYLTRI;1;2020-03-08 01:38:19
00176190429;ENTECAVIR AUROBINDO;5;2020-03-08 01:38:36
00887830420;ELTAIRNEB;5;2020-03-08 01:38:51
02631650427;ATORVASTATINA KRKA;2;2020-03-08 01:39:01
01189020066;PIPERACILLINA E TAZOBACTAM TEVA;1;2020-03-08 01:39:10
02310740424;OMEPRAZOLO PENSA;3;2020-03-08 01:39:38
01310900426;TALMANCO;3;2020-03-08 01:39:56
00992560425;LEVETIRACETAM TECNIGEN;3;2020-03-08 01:39:58
00093530426;ENALAPRIL TEVA ITALIA;5;2020-03-08 01:40:10
01574740427;CEFTRIAXONE ABC;1;2020-03-08 01:40:28
02092440425;SIMVASTATINA ZENTIVA;1;2020-03-08 01:40:44
02502470426;DIFLUCAN;1;2020-03-08 01:40:45
00045190428;SANDIMMUN NEORAL;1;2020-03-08 01:40:50
00156300428;CUSPIS;1;2020-03-08 01:40:55
01577040429;BUDEXAN;5;2020-03-08 01:41:59
01525290423;TERBINAFINA AUROBINDO PHARMA ITALIA;2;2020-03-08 01:42:20
00106720428;ALENDRONATO SUN;4;2020-03-08 01:42:38
01331160422;AMLODIPINA SANDOZ;5;2020-03-08 01:42:39
00900100421;FINASTERIDE SANDOZ;4;2020-03-08 01:42:41
00704740422;CANDESARTAN E IDROCLOROTIAZIDE AUROBINDO;2;2020-03-08 01:42:43
01431020427;VALCYTE;5;2020-03-08 01:42:54
02052850423;CYMBALTA;1;2020-03-08 01:43:18
02006840421;OMEPRAZOLO ZENTIVA ITALIA;2;2020-03-08 01:43:45
00886430420;CLOPIDOGREL PENSA;1;2020-03-08 01:43:49
02067420428;ROSUVASTATINA PENSA;2;2020-03-08 01:44:00
00372590422;ACIDO URSODESOSSICOLICO ARISTO;2;2020-03-08 01:44:08
02204580423;KRUPIL;5;2020-03-08 01:44:11
01141950426;QUINAPRIL IDROCLOROTIAZIDE EG;2;2020-03-08 01:44:27
02174000428;CEFTAZIDIMA PENSA;4;2020-03-08 01:44:45
00168260420;MIGLUSTAT ACCORD;3;2020-03-08 01:44:59
02407620422;AZITROMICINA EG;4;2020-03-08 01:45:23
01591190424;MELOXICAM ZENTIVA;2;2020-03-08 01:45:23
02722250426;RASARAL;1;2020-03-08 01:45:45
02671260426;BUPROPIONE DOC;5;2020-03-08 01:46:29
00176320422;ACEDIUR;3;2020-03-08 01:46:52
00992280420;MARICRIO;5;2020-03-08 01:47:23
02258310792;GENAPROST;5;2020-03-08 01:47:31
01325090429;GENERIT;4;2020-03-08 01:47:38
00371300427;CITALOPRAM SANDOZ BV;1;2020-03-08 01:47:44
01258500428;ARIPIPRAZOLO ACCORD;5;2020-03-08 01:47:47
00177570439;CEFTAGES;1;2020-03-08 01:47:56
02535540427;FOSFOMICINA SUN;3;2020-03-08 01:48:15
02552120426;DIFOSFONAL;4;2020-03-08 01:48:22
01977970431;GLAMOR;2;2020-03-08 01:48:44
02803660428;ELIOSID;4;2020-03-08 01:49:22
00936410422;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;1;2020-03-08 01:49:55
00735730426;INIZOL;2;2020-03-08 01:50:07
02346030428;PAROXETINA DOC GENERICI;2;2020-03-08 01:50:15
02772230427;AMLODIPINA ALTER;2;2020-03-08 01:50:25
01327770424;SOLOSA;2;2020-03-08 01:50:35
02542140427;ROSUVASTATINA ALMUS;5;2020-03-08 01:50:43
02458200421;CEFTRIAXONE MYLAN GENERICS;3;2020-03-08 01:50:44
00094720422;AMARYL;1;2020-03-08 01:51:07
