PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
02537240422;CUSIMOLOL;1;2020-03-01 01:30:23
01115500421;SILODYX;3;2020-03-01 01:31:57
00736750423;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN;1;2020-03-01 01:34:26
01063290421;TELMISARTAN E IDROCLOROTIAZIDE ALTER;5;2020-03-01 01:36:43
02286900424;LANSOPRAZOLO ALTER;2;2020-03-01 01:37:14
02528570423;RAMIPRIL IDROCLOROTIAZIDE MYLAN GENERICS;2;2020-03-01 01:38:09
01360590424;CERCHIO;1;2020-03-01 01:38:48
02263620425;OLANZAPINA ACCORD;3;2020-03-01 01:41:01
01310900426;VORICONAZOLO TEVA;1;2020-03-01 01:43:44
00724440425;SUMATRIPTAN SANDOZ;1;2020-03-01 01:44:10
02052850423;MONTELUKAST TECNIGEN;4;2020-03-01 01:46:14
01008100420;TIBOLONE ARISTO;1;2020-03-01 01:47:09
02346030428;STEMOX;5;2020-03-01 01:47:46
02681060428;CANDESARTAN PENSA;4;2020-03-01 01:49:06
02092440425;BISOPROLOLO AUROBINDO PHARMA ITALIA;5;2020-03-01 01:50:22
02404410421;EZETIMIBE E SIMVASTATINA ALTER;1;2020-03-01 01:51:20
01331160422;AMBRISENTAN DR. REDDY'S;5;2020-03-01 01:51:32
00093530426;CIPROFLOXACINA PENSA;4;2020-03-01 01:53:51
01422920429;ROSUMIBE;4;2020-03-01 01:54:23
02841830421;UNIXIME;1;2020-03-01 01:55:10
00155670425;COLFRI;4;2020-03-01 01:56:00
02462410420;AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO ITALIA;1;2020-03-01 01:57:44
00838020428;DILTIAZEM SANDOZ BV;4;2020-03-01 01:58:01
00106720428;NOGREG;3;2020-03-01 01:58:08
01591190424;CYMBALTA;5;2020-03-01 01:59:42
00992280420;METOPROLOLO DOC GENERICI;5;2020-03-01 02:01:28
02090370426;CONGESCOR;1;2020-03-01 02:03:19
01891390435;TAKROZEM;5;2020-03-01 02:04:00
00205200421;ENALAPRIL TEVA;2;2020-03-01 02:04:16
00373590421;CLARITROMICINA ACCORD;4;2020-03-01 02:04:26
00094720422;MIRTAZAPINA ALTER;2;2020-03-01 02:05:24
02613310420;ENTECAVIR SANDOZ;5;2020-03-01 02:05:26
02266660428;FLECAINIDE SANDOZ;1;2020-03-01 02:07:24
00123220428;CINACALCET SANDOZ GMBH;4;2020-03-01 02:10:19
00156300428;CEFIXIMA AUROBINDO ITALIA;2;2020-03-01 02:12:08
01574740427;CORIXIL;5;2020-03-01 02:12:40
02671260426;PIOGLITAZONE AUROBINDO;4;2020-03-01 02:13:29
-;FEBUXOSTAT TEVA;1;2020-03-01 02:13:57
00109450429;DICLOFENAC ALMUS;2;2020-03-01 02:16:22
01325090429;IMATINIB RANBAXY;2;2020-03-01 02:16:46
02421410420;TELMISARTAN E IDROCLOROTIAZIDE TEVA ITALIA;4;2020-03-01 02:16:53
01977970431;LOSARTAN GERMED;1;2020-03-01 02:17:22
01430880425;AMBRISENTAN DR. REDDY'S;5;2020-03-01 02:17:35
02631650427;SERTRALINA TECNIGEN;2;2020-03-01 02:18:51
01581650429;OMNIC;2;2020-03-01 02:19:02
02389050424;MACIVIR;1;2020-03-01 02:20:54
-;LEVOFLOXACINA ABC;4;2020-03-01 02:22:53
00170060420;CERCHIO;2;2020-03-01 02:22:53
00474070422;RISEDRONATO EUROGENERICI;3;2020-03-01 02:24:04
00752170423;NEBIVOLOLO AUROBINDO ITALIA;4;2020-03-01 02:24:57
01553010420;EZETIMIBE E SIMVASTATINA AUROBINDO;1;2020-03-01 02:25:06
00660470428;ETORICOXIB ZENTIVA;5;2020-03-01 02:26:15
02006840421;ALMOTRIPTAN AUROBINDO;3;2020-03-01 02:27:54
02258310792;CELARTROX;2;2020-03-01 02:28:04
02364740429;PRAMIPEXOLO TEVA;2;2020-03-01 02:31:38
01502950429;NITROGLICERINA SANDOZ;3;2020-03-01 02:33:26
02303900423;CIPROFLOXACINA ZENTIVA;2;2020-03-01 02:33:47
00155510423;ACIDO ALENDRONICO TECNIGEN;4;2020-03-01 02:36:08
00167310424;PREDNISONE TEVA;2;2020-03-01 02:36:57
02450050410;ANTEPSIN;3;2020-03-01 02:38:26
00063480420;PRAVASTATINA EG;2;2020-03-01 02:39:07
01168600425;RAMIPRIL IDROCLOROTIAZIDE RATIOPHARM;5;2020-03-01 02:40:39
00011270428;LOSARTAN E IDROCLOROTIAZIDE DOC GENERICI;5;2020-03-01 02:41:21
02502470426;OLMESARTAN MEDOXOMIL E AMLODIPINA SANDOZ;2;2020-03-01 02:41:23
00176190429;GABAPENTIN ZENTIVA;4;2020-03-01 02:42:33
01327770424;MIRTAZAPINA ZENTIVA;3;2020-03-01 02:43:32
02220640425;CARVEDILOLO SUN;1;2020-03-01 02:43:37
02542140427;ZINNAT;1;2020-03-01 02:43:55
02303900423;TRAVOPROST DOC GENERICI;2;2020-03-01 02:45:18
00106720428;LEVOXACIN;1;2020-03-01 02:45:52
02458200421;YASNAL;4;2020-03-01 02:46:32
01404240416;HALDOL;4;2020-03-01 02:46:49
01229120421;ADENURIC;5;2020-03-01 02:47:27
02082790425;MONTELUKAST ZENTIVA;2;2020-03-01 02:48:14
02536700426;BENUR;1;2020-03-01 02:48:25
00123220428;MILLIBAR;1;2020-03-01 02:51:13
02346020429;RICAP;2;2020-03-01 02:54:11
01327770424;GABAPENTIN EG;1;2020-03-01 02:54:38
00093530426;RISEDRONATO SANDOZ;3;2020-03-01 02:57:36
01141950426;TEICOPLANINA HIKMA;2;2020-03-01 02:57:54
02450050410;EZETIMIBE E SIMVASTATINA EG;2;2020-03-01 02:58:38
02402620427;CEFTAZIDIMA DOC;5;2020-03-01 02:59:07
02549300420;LANSOPRAZOLO TEVA;4;2020-03-01 03:00:26
01170410425;DILTIAZEM SANDOZ BV;3;2020-03-01 03:01:39
01577040429;TERAFLUSS;4;2020-03-01 03:02:56
01008100420;STECUR;4;2020-03-01 03:03:28
02395430420;CIPROFLOXACINA ALMUS;1;2020-03-01 03:04:19
00516270428;ZERFUN;1;2020-03-01 03:07:50
00066360421;FOSFOMICINA ZENTIVA;2;2020-03-01 03:09:08
00172980427;RISEDRONATO MYLAN PHARMA;4;2020-03-01 03:09:49
02006840421;ENALAPRIL PENSA;3;2020-03-01 03:13:02
01573100680;ALLOPURINOLO ACCORD;2;2020-03-01 03:13:49
02535540427;CLOZAPINA ACCORD;5;2020-03-01 03:14:07
00066360421;ALEAST;4;2020-03-01 03:14:28
02067420428;OXCARBAZEPINA TECNIGEN;5;2020-03-01 03:14:49
01977970431;ATORVASTATINA SUN;4;2020-03-01 03:15:29
02174750428;ENALAPRIL IDROCLOROTIAZIDE RATIOPHARM;1;2020-03-01 03:15:32
00387550429;LUCEN;3;2020-03-01 03:16:10
00106410426;PIROXICAM SANDOZ GMBH;3;2020-03-01 03:17:34
02631650427;LEVOCETIRIZINA KRKA;5;2020-03-01 03:19:09
02067420428;VALPREX;1;2020-03-01 03:19:11
02537240422;DUTASTERIDE PENSA;2;2020-03-01 03:19:31
02346030428;TENORETIC;3;2020-03-01 03:20:05
02407620422;AMARYL;5;2020-03-01 03:20:08
02077490429;ITRACONAZOLO DOC GENERICI;4;2020-03-01 03:23:56
00817700420;FLUOXETINA EG;2;2020-03-01 03:24:41
02109130423;AZITREDIL;5;2020-03-01 03:24:43
02722250426;SEROXAT;5;2020-03-01 03:25:25
01170410425;PERINDOPRIL ALMUS;4;2020-03-01 03:25:30
00992560425;CEFPODOXIMA SANDOZ;5;2020-03-01 03:25:35
01131570424;LEVETIRACETAM ALMUS;3;2020-03-01 03:26:32
02286900424;NAOS;5;2020-03-01 03:26:47
02552120426;TELFAST;3;2020-03-01 03:27:17
02412410421;ZINDEL;3;2020-03-01 03:28:12
01304600420;TAREG;2;2020-03-01 03:28:25
02402820423;ROVAMICINA;3;2020-03-01 03:29:55
02808860429;STARAB;4;2020-03-01 03:31:37
01018290427;ETORICOXIB ALTER;5;2020-03-01 03:33:30
02583700428;PHAREPA;1;2020-03-01 03:35:35
02540740426;SOTALOLO TEVA;3;2020-03-01 03:36:15
02770160428;MACAR;3;2020-03-01 03:36:23
-;LIXIDOL;1;2020-03-01 03:36:47
01115500421;CALCICOLD3;2;2020-03-01 03:36:58
02354850428;BEZALIP;5;2020-03-01 03:37:37
02082790425;PREDNISONE EG;1;2020-03-01 03:38:51
01115500421;AMOXICILLINA E ACIDO CLAVULANICO ABC;4;2020-03-01 03:40:41
02804550420;MACAR;5;2020-03-01 03:40:42
00886430420;EZETIMIBE TECNIGEN;2;2020-03-01 03:43:36
02549300420;ENALAPRIL E IDROCLOROTIAZIDE DOC GENERICI;1;2020-03-01 03:44:08
02484020421;ZOFENOPRIL DOC GENERICI;3;2020-03-01 03:46:19
02109130423;LEVOCETIRIZINA EG;3;2020-03-01 03:48:30
00817700420;OLMESARTAN MEDOXOMIL E IDROCLOROTIAZIDE PENSA;1;2020-03-01 03:48:51
01272100437;UNIPRILDIUR;1;2020-03-01 03:49:01
00176320422;VASTGEN;5;2020-03-01 03:49:03
01283660429;CITALOPRAM EUROGENERICI;5;2020-03-01 03:50:19
02355240421;EPLERENONE KRKA;3;2020-03-01 03:50:29
02813870421;APPRYO;2;2020-03-01 03:50:30
02502470426;CALCIODIE;2;2020-03-01 03:50:56
02364740429;LOSARTAN LABORATORI ALTER;2;2020-03-01 03:52:33
00108460429;OMEGASTATIN;4;2020-03-01 03:53:02
00032630428;KETOROLAC ABC;1;2020-03-01 03:53:26
02174750428;ALSARTIR;1;2020-03-01 03:53:54
00446160426;ETORICOXIB PENSA;4;2020-03-01 03:54:09
00936410422;ENALAPRIL PENSA;4;2020-03-01 03:54:19
00167310424;ALPHABUX;1;2020-03-01 03:55:01
01141950426;GLUCOSIO BIOINDUSTRIA L.I.M.;2;2020-03-01 03:55:45
02540740426;PROPAFENONE;4;2020-03-01 04:00:44
01470350669;GESTROLTEX;1;2020-03-01 04:02:29
02298560422;SUMATRIPTAN SUN;2;2020-03-01 04:02:35
02613310420;MANIDIPINA TEVA;4;2020-03-01 04:03:32
02809180421;AMLODIPINA TEVA;5;2020-03-01 04:04:01
00167310424;FLEXEN;2;2020-03-01 04:05:05
00097050421;KETOPROFENE SALE DI LISINA MYLAN GENERICS;2;2020-03-01 04:08:10
01430880425;ZOLOBREST;4;2020-03-01 04:08:51
02204580423;TRAVOPROST SANDOZ;1;2020-03-01 04:09:01
00090010422;ROSUVASTATINA EG;4;2020-03-01 04:09:23
00886370428;INDAPAMIDE DOC GENERICI;5;2020-03-01 04:10:49
00135880425;ACIDO IBANDRONICO MYLAN;2;2020-03-01 04:11:33
00011270428;COMPETACT;1;2020-03-01 04:13:01
00172980427;AZOPT;2;2020-03-01 04:13:31
02513010427;KETOPROFENE SALE DI LISINA ARISTO;3;2020-03-01 04:14:44
02772230427;OLANZAPINA DOC GENERICI;1;2020-03-01 04:16:01
02263620425;GLIMEPIRIDE AUROBINDO ITALIA;3;2020-03-01 04:17:37
00516270428;MACOVAN;3;2020-03-01 04:17:47
00093530426;RABEPRAZOLO EUROGENERICI;1;2020-03-01 04:19:28
00155510423;LINEZOLID AUROBINDO ITALIA;1;2020-03-01 04:20:02
00704740422;SIMVASTATINA SUN;4;2020-03-01 04:20:54
02401720426;ETORICOXIB TEVA;4;2020-03-01 04:21:37
02632970428;PANTOPRAZOLO SUN PHARMACEUTICAL INDUSTRIES LIMITED;3;2020-03-01 04:21:58
00011270428;COVERSYL;1;2020-03-01 04:22:48
02490060429;CLOPIDOGREL ACTAVIS;2;2020-03-01 04:23:15
02832700427;PANTOPRAZOLO ARISTO;1;2020-03-01 04:23:25
02715770422;LEVOFLOXACINA ALMUS;2;2020-03-01 04:23:53
02809570423;EZETIMIBE E SIMVASTATINA SANDOZ;4;2020-03-01 04:25:35
02269580425;TERAPROST;4;2020-03-01 04:26:34
01577040429;EFRIDOL;1;2020-03-01 04:26:36
00045190428;NEBIVOLOLO AUROBINDO;5;2020-03-01 04:26:58
02528570423;RAMIPRIL IDROCLOROTIAZIDE DOC GENERICI;5;2020-03-01 04:27:11
00375220423;ZIMOX;4;2020-03-01 04:27:50
00155670425;ERREMAN;5;2020-03-01 04:28:09
00704740422;PIOGLITAZONE MYLAN;2;2020-03-01 04:28:54
02310080425;FLUVASTATINA EG;2;2020-03-01 04:29:57
00805240421;BICALUTAMIDE RATIOPHARM;2;2020-03-01 04:30:17
01131570424;GIACHELA;3;2020-03-01 04:31:39
00170060420;OLMESARTAN E IDROCLOROTIAZIDE EG;4;2020-03-01 04:31:42
00887830420;PARACALCITOLO SANDOZ;3;2020-03-01 04:32:27
02603280427;TAZIDIF;5;2020-03-01 04:32:43
00446160426;PIOGLITAZONE E METFORMINA ARISTO;4;2020-03-01 04:32:44
00162290423;ANASTROZOLO SUN;3;2020-03-01 04:40:09
00992560425;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;5;2020-03-01 04:41:44
02536700426;EZEMANTIS;2;2020-03-01 04:41:46
02309280416;KANRENOL;1;2020-03-01 04:43:28
02354850428;SALBUTAMOLO IPRATROPIO BROMURO EG;3;2020-03-01 04:45:12
00108460429;TERBINAFINA DOC GENERICI;3;2020-03-01 04:49:26
01258500428;ACIDO ACETILSALICILICO TEVA ITALIA;5;2020-03-01 04:53:38
00176190429;RAMIPRIL ABC;4;2020-03-01 04:53:45
02082790425;MACLADIN;2;2020-03-01 04:53:52
02721500425;AZITROMICINA EUROGENERICI;5;2020-03-01 04:54:18
02772230427;FRISTAMIN;3;2020-03-01 04:55:07
01310900426;EZETIMIBE E SIMVASTATINA SUN;1;2020-03-01 04:55:52
02052850423;RABEPRAZOLO ACCORD;4;2020-03-01 04:57:09
02531230429;BEZAFIBRATO AUROBINDO;5;2020-03-01 04:57:17
01574740427;ATORVASTATINA GENETIC;4;2020-03-01 04:59:34
01341060422;OKI;2;2020-03-01 05:00:03
02691810424;TETRABENAZINA SUN;4;2020-03-01 05:01:14
00817700420;PARACETAMOLO E CODEINA DOC GENERICI;2;2020-03-01 05:01:50
02420690428;XARENEL;5;2020-03-01 05:02:07
01331160422;BENAZEPRIL EG;2;2020-03-01 05:02:33
02770160428;ESCERTAL;4;2020-03-01 05:03:13
00005280425;OMEGASTATIN;5;2020-03-01 05:03:54
00160090429;KARVEA;2;2020-03-01 05:03:56
01272100437;PRAMIPERAL;3;2020-03-01 05:05:04
00752170423;LEVOFLOXACINA ALTER;3;2020-03-01 05:05:32
02420690428;ROSIM;4;2020-03-01 05:06:10
02159410428;ZOCOR;2;2020-03-01 05:06:40
02769570421;DULOXETINA EG;4;2020-03-01 05:09:25
02092440425;LANSOPRAZOLO TECNIGEN ITALIA;2;2020-03-01 05:09:26
02770160428;NALTREXONE ACCORD HEALTHCARE;3;2020-03-01 05:09:35
00177570439;OLANZAPINA EG;1;2020-03-01 05:10:17
02516810427;IFIRMACOMBI;1;2020-03-01 05:12:06
01304610429;ROSUVASTATINA TEVA ITALIA;3;2020-03-01 05:12:17
01008100420;ZITROBIOTIC;3;2020-03-01 05:13:22
01304610429;BENAZEPRIL IDROCLOROTIAZIDE AUROBINDO;5;2020-03-01 05:13:43
02298560422;SULOTAM;4;2020-03-01 05:14:32
00176190429;FLUXIDIN;1;2020-03-01 05:16:18
03664141201;ESCITALOPRAM ZENTIVA;4;2020-03-01 05:16:34
00109450429;SINVACOR;5;2020-03-01 05:16:54
02513010427;CIPROFLOXACINA SUN;3;2020-03-01 05:17:51
02806420424;CIBADREX;2;2020-03-01 05:18:33
01177630241;ATENIGRON;1;2020-03-01 05:21:47
02769570421;IBUPROFENE PHARMEG;5;2020-03-01 05:23:15
01189020066;AMLOPOL;2;2020-03-01 05:24:07
01431020427;IRBESARTAN MACLEODS PHARMA;1;2020-03-01 05:24:48
00026370429;DOXAZOSINA ALMUS;3;2020-03-01 05:24:49
00155670425;MIRTAZAPINA TEVA ITALIA;1;2020-03-01 05:24:52
02159410428;TORASEMIDE HEXAL;5;2020-03-01 05:26:30
02513010427;BRIMONIDINA MYLAN GENERICS;3;2020-03-01 05:28:42
00179910427;QUETIAPINA ZENTIVA;2;2020-03-01 05:29:43
01891390435;ATORVASTATINA ALTER;4;2020-03-01 05:29:53
00886430420;CEFOTAXIME PFIZER ITALIA;2;2020-03-01 05:30:25
02090370426;ARIPIPRAZOLO ZENTIVA;3;2020-03-01 05:30:36
00752170423;CORDARONE;3;2020-03-01 05:30:57
00066360421;TOTTIZIM;1;2020-03-01 05:32:49
02310740424;LOPRIDAM;3;2020-03-01 05:33:15
00935300426;VASTIN;5;2020-03-01 05:33:22
01261600421;ACIDO IBANDRONICO PENSA;3;2020-03-01 05:34:38
01099500421;OLEVIA;5;2020-03-01 05:35:26
00194530424;TOTALIP;5;2020-03-01 05:38:14
01229130420;DUTASTERIDE MYLAN;5;2020-03-01 05:40:43
02067420428;EPINITRIL;5;2020-03-01 05:41:52
02487090421;CERCHIO;3;2020-03-01 05:42:52
00109450429;ASAVIXIN;3;2020-03-01 05:42:54
01304600420;ENALAPRIL AUROBINDO PHARMA ITALIA;3;2020-03-01 05:43:58
01327200422;ATENOLOLO ALMUS;5;2020-03-01 05:46:46
02258310792;FELODIPINA ZENTIVA;5;2020-03-01 05:47:42
00156300428;CEFTRIAXONE ALMUS;3;2020-03-01 05:49:58
00171160427;GABAPENTIN PENSA;4;2020-03-01 05:52:11
01165430420;BACAMPICILLINA EUROGENERICI;5;2020-03-01 05:52:26
01541420426;DOXAZOSIN RATIOPHARM;3;2020-03-01 05:53:21
02715180424;KETOPROFENE SALE DI LISINA RATIOPHARM;3;2020-03-01 05:53:34
01492540420;LORATADINA EG;1;2020-03-01 05:54:25
01163790429;FOLATEX;4;2020-03-01 05:55:00
02535540427;IBUPROFENE TEVA;3;2020-03-01 05:56:18
00736750423;BIFRIL;2;2020-03-01 05:56:42
02206830420;SIMVASTATINA PENSA;3;2020-03-01 05:57:35
00805240421;SERTAM;3;2020-03-01 05:59:34
01341060422;CONCOR;3;2020-03-01 06:00:19
00660470428;RASAGILINA ARISTO;1;2020-03-01 06:01:03
00886430420;TRISCUDIL;4;2020-03-01 06:01:51
02502470426;OLMESARTAN E AMLODIPINA EG;2;2020-03-01 06:02:39
01054480429;FEXOFENADINA MYLAN GENERICS;4;2020-03-01 06:03:07
02537820421;EXEMESTANE TEVA;3;2020-03-01 06:05:05
01577040429;DUOTRAV;4;2020-03-01 06:06:59
02671260426;PERINDOPRIL INDAPAMIDE EG;5;2020-03-01 06:07:19
02721500425;LISINOPRIL IDROCLOROTIAZIDE DOC GENERICI;4;2020-03-01 06:08:59
01063290421;SERTRALINA TECNIGEN;1;2020-03-01 06:09:08
02483570426;DONEPEZIL SANDOZ;3;2020-03-01 06:09:57
00735730426;PERINDOPRIL SANDOZ;5;2020-03-01 06:11:32
00045360427;CEFAZOLINA GIT;4;2020-03-01 06:15:01
00458350428;REXTAT;1;2020-03-01 06:18:54
02550040428;AZACID;2;2020-03-01 06:19:04
00936410422;SELOKEN;3;2020-03-01 06:20:56
02536680420;CANDESARTAN ZENTIVA;4;2020-03-01 06:23:27
00035600428;SIMVASTATINA SUN;4;2020-03-01 06:24:15
01404240416;FLUCONAZOLO AUROBINDO;3;2020-03-01 06:25:03
02487090421;ZORIAS;3;2020-03-01 06:26:10
00900100421;LANSOPRAZOLO TECNIGEN ITALIA;5;2020-03-01 06:26:32
01304600420;UMOSTIL;4;2020-03-01 06:27:52
00805240421;SERTRALINA TECNIGEN;2;2020-03-01 06:30:50
00590320420;SERTRALINA ALTER;5;2020-03-01 06:31:03
00106410426;ARIPIPRAZOLO MYLAN PHARMA;4;2020-03-01 06:32:52
01261600421;CRINOZOL;4;2020-03-01 06:33:46
02310740424;METFORMINA PENSA;1;2020-03-01 06:33:53
02082790425;TICLOPIDINA ALMUS;1;2020-03-01 06:33:57
02803660428;VENLAFAXINA EG LABORATORI EUROGENERICI;1;2020-03-01 06:35:40
02077490429;GOSURAN;1;2020-03-01 06:35:53
02462410420;ALENDRONATO TEVA;3;2020-03-01 06:37:56
01141950426;CABERGOLINA RATIOPHARM;2;2020-03-01 06:38:26
01165430420;NEBIVOLOLO ZENTIVA;2;2020-03-01 06:39:01
00332510429;MIRTAZAPINA SANDOZ;1;2020-03-01 06:41:46
02671260426;SOSECIT;4;2020-03-01 06:46:06
00179910427;FLUMOS;5;2020-03-01 06:47:18
00936580422;ALFUZOSINA SANDOZ;2;2020-03-01 06:47:23
01385890429;LAMIVUDINA ACCORD;1;2020-03-01 06:48:10
01573100680;ACIDO ALENDRONICO AUROBINDO;3;2020-03-01 06:48:18
01574740427;RISEDRONATO MYLAN PHARMA;2;2020-03-01 06:48:27
02298560422;TRAVATAN;4;2020-03-01 06:50:10
00373590421;ALEAST;5;2020-03-01 06:53:37
00736750423;BOSENTAN SANDOZ;1;2020-03-01 06:54:55
00992560425;ESOMEPRAZOLO ALTER;4;2020-03-01 06:56:01
02258310792;BRINZOLAMIDE SANDOZ;2;2020-03-01 06:57:37
00900100421;INDAPAMIDE MYLAN GENERICS ITALIA;5;2020-03-01 06:57:42
00935300426;BISOPROLOLO KRKA;1;2020-03-01 06:58:36
00177570439;TOBRAMICINA TEVA;2;2020-03-01 06:59:47
00045190428;CIPROFLOXACINA KRKA;2;2020-03-01 07:01:46
02658310608;RABEPRAZOLO TEVA;4;2020-03-01 07:02:15
02217820428;FLUTICREM;1;2020-03-01 07:02:47
02681060428;ALENDROS;4;2020-03-01 07:03:40
01163790429;TOLEP;4;2020-03-01 07:03:47
01170410425;MADOPAR;4;2020-03-01 07:03:49
00123220428;POTASSIO CANRENOATO SANDOZ;2;2020-03-01 07:04:32
02269580425;SEVELAMER MYLAN PHARMA;3;2020-03-01 07:05:14
00372590422;AIDEX;3;2020-03-01 07:06:14
01229120421;AMOXICILLINA AUROBINDO;2;2020-03-01 07:06:46
01272100437;LOBIDIUR;3;2020-03-01 07:07:28
02810370425;ENTECAVIR DOC;1;2020-03-01 07:07:30
01258500428;CONGESCOR;4;2020-03-01 07:08:02
02536680420;NEBIVOLOLO ABC;4;2020-03-01 07:10:22
00160090429;SIMVASTATINA SANDOZ;1;2020-03-01 07:10:30
02354140424;ULLAX;4;2020-03-01 07:11:17
02421410420;RISPERIDONE MYLAN GENERICS;2;2020-03-01 07:12:00
01148790429;GLUCOSIO BIOINDUSTRIA L.I.M.;1;2020-03-01 07:12:34
02537820421;DONEPEZIL PENSA;4;2020-03-01 07:13:16
00156300428;METFORMINA MYLAN ITALIA;4;2020-03-01 07:14:01
00805240421;LUKANOF;5;2020-03-01 07:16:34
