PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
00172980427;CUROXIM;4;2020-03-01 00:38:32
02082790425;CETIRIZINA EG;2;2020-03-01 00:38:38
-;LEVETIRACETAM EUROGENERICI;4;2020-03-01 00:38:42
02346030428;OLANZAPINA AUROBINDO;3;2020-03-01 00:39:12
01189020066;FINASTERIDE MYLAN ITALIA;3;2020-03-01 00:39:20
02266660428;CLOX;4;2020-03-01 00:39:33
02402820423;ATORVASTATINA ALMUS PHARMA;3;2020-03-01 00:40:22
00736750423;REGALBAX;2;2020-03-01 00:40:47
01360590424;XALACOM;1;2020-03-01 00:40:55
00838020428;ENALAPRIL E LERCANIDIPINA MYLAN PHARMA;3;2020-03-01 00:40:56
00373590421;VALSARTAN E IDROCLOROTIAZIDE TEVA PHARMA;3;2020-03-01 00:41:24
02090370426;SINVALIP;2;2020-03-01 00:41:31
01502950429;ROSUVASTATINA TEVA;4;2020-03-01 00:42:06
00458350428;FENDER;5;2020-03-01 00:42:30
00704740422;PRONTOFERRO;3;2020-03-01 00:42:44
01272100437;NOVONORM;1;2020-03-01 00:42:50
02583700428;SIMESTAT;4;2020-03-01 00:43:11
01115500421;LATANOPROST SANDOZ;1;2020-03-01 00:43:14
00886370428;COMBIGAN;5;2020-03-01 00:43:24
01891390435;ESOMEPRAZOLO MYLAN GENERICS ITALIA;3;2020-03-01 00:44:53
02810370425;TOMAINO;1;2020-03-01 00:45:20
00128350428;SINEMET;1;2020-03-01 00:45:58
00179910427;ALENDRONATO E COLECALCIFEROLO ARISTO;3;2020-03-01 00:45:58
00433900420;ANASTROZOLO ALTER;1;2020-03-01 00:46:15
00106720428;CORINTUS;4;2020-03-01 00:46:39
02174000428;NEBIVOLOLO E IDROCLOROTIAZIDE MYLAN;2;2020-03-01 00:46:41
02806420424;VALSARTAN ALMUS;4;2020-03-01 00:47:28
00714980422;MOXIFLOXACINA PENSA;4;2020-03-01 00:47:42
02809180421;ZIMOX;1;2020-03-01 00:47:56
00660470428;AEROLID;4;2020-03-01 00:48:21
00123220428;NOLUS;3;2020-03-01 00:48:32
02174750428;FROVATRIPTAN SANDOZ;1;2020-03-01 00:48:37
02715770422;FLUVASTATINA EG;4;2020-03-01 00:48:50
00805240421;IPERSART;2;2020-03-01 00:48:58
01229130420;MOXIFLOXACINA PENSA;3;2020-03-01 00:49:08
00168260420;LEVOXACIN;2;2020-03-01 00:49:14
02109130423;CLOPIDOGREL ZENTIVA;2;2020-03-01 00:50:10
02632970428;LOSARTAN E IDROCLOROTIAZIDE LABORATORI ALTER;4;2020-03-01 00:50:28
10166250968;ATORVASTATINA KRKA;2;2020-03-01 00:50:34
00936410422;METOPROLOLO;1;2020-03-01 00:50:59
01018290427;MONTELUKAST TEVA;1;2020-03-01 00:52:08
00332510429;OLEVIA;5;2020-03-01 00:52:12
01258500428;IDROQUARK;5;2020-03-01 00:52:26
00097050421;LOSARTAN E IDROCLOROTIAZIDE LABORATORI ALTER;5;2020-03-01 00:52:28
00372590422;CLAVERSAL;3;2020-03-01 00:52:52
02159410428;ZESTAN;4;2020-03-01 00:53:01
02613310420;AZITROMICINA MYLAN GENERICS ITALIA;3;2020-03-01 00:53:04
01525290423;EZETIMIBE E SIMVASTATINA MYLAN;4;2020-03-01 00:53:25
00170060420;ESCITALOPRAM PENSA;1;2020-03-01 00:53:28
02389050424;KLODIN;5;2020-03-01 00:53:33
01261600421;ESOMEPRAZOLO EUROGENERICI;5;2020-03-01 00:54:12
00886430420;FRISTAMIN;5;2020-03-01 00:54:23
02421410420;ATORVASTATINA MYLAN GENERICS ITALIA;5;2020-03-01 00:55:14
02269580425;NEBIVOLOLO AUROBINDO ITALIA;1;2020-03-01 00:55:35
01470350669;REPAGLINIDE AUROBINDO;3;2020-03-01 00:55:42
02808860429;GLUCOSIO EUROSPITAL;1;2020-03-01 00:56:05
02407620422;ZOVIRAX;2;2020-03-01 00:56:31
00155510423;ISOSORBIDE MONONITRATO DOC GENERICI;2;2020-03-01 00:56:49
00176320422;ZITRONOVA;5;2020-03-01 00:57:19
00592060420;ZEMPLAR;4;2020-03-01 00:57:33
01581650429;OLMESARTAN MEDOXOMIL E IDROCLOROTIAZIDE MYLAN;5;2020-03-01 00:58:05
02365710421;MELOXICAM HEXAL;3;2020-03-01 00:58:10
00135880425;HERZAPLUS;5;2020-03-01 00:58:20
01577000423;DUOPLAVIN;5;2020-03-01 00:58:24
02536700426;CANDESARTAN E IDROCLOROTIAZIDE AUROBINDO;5;2020-03-01 00:58:27
00681310421;FOSINOPRIL IDROCLOROTIAZIDE DOC GENERICI;4;2020-03-01 00:58:37
00167310424;LACIDIPINA EG;4;2020-03-01 00:58:38
02395430420;TULEDUS;5;2020-03-01 00:58:44
01170410425;ANASTROZOLO MYLAN GENERICS;2;2020-03-01 00:59:23
01054480429;FLUCONAZOLO DOC GENERICI;4;2020-03-01 00:59:25
00474070422;ESCERTAL;1;2020-03-01 00:59:39
00026370429;FLUOXETINA EUROGENERICI;2;2020-03-01 00:59:44
00433900420;DYMAURIC;4;2020-03-01 01:00:15
02804550420;PERINDOPRIL MYLAN GENERICS ITALIA;2;2020-03-01 01:00:57
02549300420;TROZAMIL;5;2020-03-01 01:01:15
01165430420;VENLAFAXINA ABC;4;2020-03-01 01:01:34
03664141201;DESLORATADINA AUROBINDO ITALIA;3;2020-03-01 01:01:45
02513010427;SASLONG;5;2020-03-01 01:01:47
00752170423;VALSARTAN E IDROCLOROTIAZIDE ALMUS;2;2020-03-01 01:01:58
00176190429;ZIMOX;4;2020-03-01 01:02:03
02803660428;BISOPROLOLO ZENTIVA;4;2020-03-01 01:02:13
02303900423;ELETRIPTAN MYLAN;3;2020-03-01 01:02:15
02528570423;TRIASPORIN;5;2020-03-01 01:02:42
00992280420;PROXEDOX;5;2020-03-01 01:02:45
02090370426;CLOZAPINA HEXAL;4;2020-03-01 01:02:47
02346030428;DUTASTERIDE ZENTIVA;2;2020-03-01 01:02:50
00097050421;AIRFLUSAL FORSPIRO;4;2020-03-01 01:02:53
02401720426;IRBESARTAN SUN;1;2020-03-01 01:03:10
02656300429;TRAVOPROST E TIMOLOLO MYLAN;5;2020-03-01 01:03:44
02346020429;METFORALMILLE;3;2020-03-01 01:04:01
00135880425;OLMESARTAN MEDOXOMIL E IDROCLOROTIAZIDE TEVA;2;2020-03-01 01:04:02
02067420428;DROPTIMOL;1;2020-03-01 01:04:24
02603280427;DILTIAZEM;1;2020-03-01 01:05:01
01261600421;AZITROX;3;2020-03-01 01:05:30
01018290427;ACIDO ALENDRONICO ZENTIVA;5;2020-03-01 01:06:02
01327200422;OMEGA 3 EG;1;2020-03-01 01:06:11
02389050424;REPAGLINIDE KRKA;5;2020-03-01 01:06:12
01272100437;LUKANOF;1;2020-03-01 01:06:23
01577000423;BREXIN;1;2020-03-01 01:06:39
00123220428;LETROZOLO AUROBINDO;3;2020-03-01 01:06:57
02745270427;OLMESARTAN E IDROCLOROTIAZIDE DOC;2;2020-03-01 01:07:05
02109130423;IBUPROFENE AUROBINDO PHARMA ITALIA;4;2020-03-01 01:07:09
01229130420;FINASTERIDE ALTER;4;2020-03-01 01:07:29
00735730426;COXIBEN;3;2020-03-01 01:07:34
02721500425;VALSARTAN TECNIGEN;4;2020-03-01 01:07:48
01977970431;NOBIZIDE;3;2020-03-01 01:08:20
00167310424;LEVOFLOXACINA MYLAN GENERICS ITALIA;3;2020-03-01 01:08:32
00135200426;ACTOS;5;2020-03-01 01:08:43
00008080426;ESOMEPRAZOLO DOC;3;2020-03-01 01:09:20
02671260426;KOCEFAN;4;2020-03-01 01:09:34
01525290423;GLUBRAVA;5;2020-03-01 01:09:35
00035600428;LORATADINA TEVA;5;2020-03-01 01:09:38
00805240421;TILDIEM;3;2020-03-01 01:09:51
00179910427;INDAPAMIDE AUROBINDO;1;2020-03-01 01:10:04
02490060429;ALLOPURINOLO ACCORD;3;2020-03-01 01:10:17
01177630241;METOPROLOLO ARISTO;1;2020-03-01 01:11:50
01163790429;GLICLAZIDE TEVA;3;2020-03-01 01:12:05
02266660428;ETORICOXIB MYLAN;1;2020-03-01 01:12:21
02722250426;GLICLAZIDE MYLAN GENERICS ITALIA;4;2020-03-01 01:12:38
02537240422;CLOPIDOGREL AUROBINDO;1;2020-03-01 01:12:52
01385890429;GLAMOR;4;2020-03-01 01:13:11
00838020428;MILLIBAR;1;2020-03-01 01:13:41
00704740422;BUDESONIDE SANDOZ;3;2020-03-01 01:13:50
02404410421;DONEPEZIL TEVA;1;2020-03-01 01:13:59
00817700420;CERCHIO;4;2020-03-01 01:13:59
00011270428;TICLOPIDINA AUROBINDO;1;2020-03-01 01:14:06
01431020427;CANDESARTAN E IDROCLOROTIAZIDE ALTER;2;2020-03-01 01:14:11
02450050410;AMOXICILLINA HEXAL AG;3;2020-03-01 01:14:19
00936580422;INIZOL;1;2020-03-01 01:14:22
00168260420;LITURSOL;4;2020-03-01 01:15:12
02402820423;AMOXICILLINA ABC;5;2020-03-01 01:15:29
01327770424;CLODRONATO ABC;2;2020-03-01 01:15:34
01304610429;LANSOPRAZOLO GIT;1;2020-03-01 01:15:37
10166250968;QUETAMED;5;2020-03-01 01:16:04
02374750428;MONTEGEN;4;2020-03-01 01:16:12
02354850428;EZETIMIBE E SIMVASTATINA KRKA;4;2020-03-01 01:16:17
02502470426;SOFLON;1;2020-03-01 01:17:43
00516270428;ENALAPRIL AUROBINDO PHARMA ITALIA;5;2020-03-01 01:17:49
01430880425;AZITROX;5;2020-03-01 01:18:15
00108460429;TOBRAMICINA SUN;5;2020-03-01 01:18:21
02806420424;ESCITALOPRAM TEVA;4;2020-03-01 01:19:19
01189020066;KRUDIPIN;3;2020-03-01 01:19:24
01492540420;DILTIAZEM SANDOZ BV;5;2020-03-01 01:19:46
00194530424;QUARK;1;2020-03-01 01:19:51
02269580425;BRONCOVALEAS;5;2020-03-01 01:19:56
02537820421;ENTECAVIR SANDOZ;4;2020-03-01 01:20:06
02516810427;KETOROLAC ACCORD;4;2020-03-01 01:20:11
02813870421;AIRFLUSAL SPRAYHALER;1;2020-03-01 01:20:16
02263620425;ALMOTRIPTAN SANDOZ;2;2020-03-01 01:20:35
02016730422;POSACONAZOLO MYLAN;2;2020-03-01 01:20:45
00093530426;MONTELUKAST TEVA;5;2020-03-01 01:21:00
02809180421;NITROGLICERINA TEVA;1;2020-03-01 01:21:18
02681060428;COLVER;2;2020-03-01 01:22:10
02420690428;CITALOPRAM;3;2020-03-01 01:22:17
02632970428;TRAVOPROST DOC GENERICI;5;2020-03-01 01:22:28
00155510423;TARGOSID;3;2020-03-01 01:22:33
02691810424;FLUVOXAMINA EG;5;2020-03-01 01:22:46
02206830420;LEVETIRACETAM RATIOPHARM;3;2020-03-01 01:22:50
02552120426;OMEPRAZOLO SUN;1;2020-03-01 01:23:58
00900100421;OLMESARTAN MEDOXOMIL E AMLODIPINA TEVA;3;2020-03-01 01:24:05
02834420420;VYTORIN;5;2020-03-01 01:26:05
00936410422;NITROGLICERINA EUROGENERICI;5;2020-03-01 01:26:24
02402620427;APLACTIN;3;2020-03-01 01:26:32
00106720428;SILODYX;2;2020-03-01 01:26:35
00372590422;ZEMPLAR;1;2020-03-01 01:26:37
01229120421;ALENDRONATO ALMUS;5;2020-03-01 01:27:00
02298560422;EXELON;5;2020-03-01 01:27:07
02484020421;ROPINIROLO EG;2;2020-03-01 01:27:28
00935300426;NALTREXONE ACCORD HEALTHCARE;1;2020-03-01 01:27:35
01541420426;OLMESARTAN E IDROCLOROTIAZIDE ZENTIVA;5;2020-03-01 01:27:36
00156670424;TICLOPIDINA PENSA;2;2020-03-01 01:27:49
00886430420;INDAPAMIDE MYLAN GENERICS;1;2020-03-01 01:27:56
00681310421;FEBUXOSTAT MYLAN;3;2020-03-01 01:29:03
01581650429;SIMVASTATINA MYLAN GENERICS;2;2020-03-01 01:29:06
02841830421;NEFAZOL;3;2020-03-01 01:29:12
02217820428;DERMATRANS;3;2020-03-01 01:29:30
01063290421;PRAVASTATINA RATIOPHARM;3;2020-03-01 01:29:46
02159410428;NITISINONE DIPHARMA;5;2020-03-01 01:30:40
01502950429;BRINZOLAMIDE E TIMOLOLO EG;5;2020-03-01 01:31:41
01054480429;PANTECTA;2;2020-03-01 01:31:50
02613310420;NIVOLON;1;2020-03-01 01:31:57
-;GENTIPRESS;2;2020-03-01 01:31:58
02310740424;CELARTROX;5;2020-03-01 01:32:05
02458200421;LEVOFLOXACINA ALMUS;3;2020-03-01 01:32:08
01099500421;ATORVASTATINA DOC;1;2020-03-01 01:32:11
02412410421;OLANZAPINA LILLY;4;2020-03-01 01:32:15
02658310608;FLUCONAZOLO ABC;4;2020-03-01 01:32:15
01470350669;OLMESARTAN MEDOXOMIL ACCORD;2;2020-03-01 01:32:20
02077490429;ARIMIDEX;2;2020-03-01 01:32:27
00026370429;ALLOPURINOLO DOC GENERICI;1;2020-03-01 01:32:40
02365710421;CEFIXIMA DOC GENERICI;1;2020-03-01 01:32:48
00172980427;NEBIVOLOLO TECNIGEN;2;2020-03-01 01:32:56
00736750423;SIMEDRAL;2;2020-03-01 01:33:28
02631650427;CLOX;3;2020-03-01 01:33:48
02770160428;VELOS*;3;2020-03-01 01:34:12
01148790429;MIRTAZAPINA EUROGENERICI;4;2020-03-01 01:34:25
02542140427;DUTASTERIDE MYLAN;3;2020-03-01 01:34:27
02309280416;RAMIPRIL E IDROCLOROTIAZIDE IPSO PHARMA;5;2020-03-01 01:34:28
01115500421;VELOS*;4;2020-03-01 01:34:30
00592060420;ZYPREXA VELOTAB;4;2020-03-01 01:34:32
02421410420;FEXOFENADINA SANOFI;2;2020-03-01 01:34:40
00387550429;RISPERIDONE SANDOZ;4;2020-03-01 01:35:02
01404240416;MELOXICAM MYLAN GENERICS;4;2020-03-01 01:35:16
00171160427;MICONIX;1;2020-03-01 01:35:33
02174000428;CARDURA;2;2020-03-01 01:35:41
01008100420;TOBRAMICINA TEVA;1;2020-03-01 01:35:51
01577040429;PREGABALIN ZENTIVA KS;5;2020-03-01 01:36:28
02550040428;ALLOPURINOLO DOC GENERICI;5;2020-03-01 01:37:46
00590320420;FIDATO;3;2020-03-01 01:37:55
00371300427;SELES BETA;2;2020-03-01 01:39:35
02462410420;CUROXIM;5;2020-03-01 01:39:40
02310080425;ADESITRIN;4;2020-03-01 01:39:56
00005280425;ORMICTON;2;2020-03-01 01:40:11
02536700426;CLOZAPINA AUROBINDO;3;2020-03-01 01:40:11
02715770422;GRANISETRON MYLAN GENERICS;3;2020-03-01 01:40:28
02483570426;MICOFENOLATO MOFETILE ACCORD;3;2020-03-01 01:40:43
02540740426;BRUNITRAV;4;2020-03-01 01:40:48
01341060422;VASTIN;4;2020-03-01 01:40:50
01258500428;MESALAZINA;5;2020-03-01 01:40:52
01131570424;ENALAPRIL E IDROCLOROTIAZIDE GIT;5;2020-03-01 01:41:28
00032630428;DOXAZOSINA ARISTO;5;2020-03-01 01:41:48
02006840421;CINACALCET ARISTO;4;2020-03-01 01:42:10
00063480420;ROSUVASTATINA ZENTIVA;4;2020-03-01 01:42:29
00724440425;XARENEL;5;2020-03-01 01:42:48
02286900424;INDAPAMIDE DOC GENERICI;3;2020-03-01 01:43:01
01331160422;OMEGA 3 DOC GENERICI;4;2020-03-01 01:43:11
02810370425;URSOFLOR;3;2020-03-01 01:43:18
01168600425;AMBRISENTAN MEDAC;4;2020-03-01 01:44:03
00886370428;DAYTRIX;2;2020-03-01 01:44:07
02355240421;MIRAPEXIN;1;2020-03-01 01:44:08
00045360427;GLIMEPIRIDE ACCORD;2;2020-03-01 01:44:17
00177570439;FUROSEMIDE DOC GENERICI;2;2020-03-01 01:44:38
02220640425;CAPECITABINA MEDAC;5;2020-03-01 01:44:43
02364740429;NEBIVOLOLO E IDROCLOROTIAZIDE MYLAN;5;2020-03-01 01:45:30
01422920429;APROVEL;3;2020-03-01 01:45:38
00373590421;CEFAZOLINA;1;2020-03-01 01:45:41
00160090429;ANAGRELIDE TEVA;5;2020-03-01 01:46:26
01304600420;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN;2;2020-03-01 01:47:21
00887830420;TELMISARTAN E IDROCLOROTIAZIDE ALTER;3;2020-03-01 01:47:21
02715180424;PRAVASTATINA RATIOPHARM;1;2020-03-01 01:47:45
00156300428;DESLORATADINA TEVA;5;2020-03-01 01:48:36
00128350428;RIZALIV RPD;3;2020-03-01 01:48:51
00446160426;GRIFOXINA;1;2020-03-01 01:48:52
00458350428;MICUTAN;1;2020-03-01 01:48:55
01553010420;CALANTHA;2;2020-03-01 01:49:18
02535540427;TADALAFIL ACCORD;1;2020-03-01 01:49:32
00109450429;OLANZAPINA DOC GENERICI;1;2020-03-01 01:50:07
02487090421;RIXIL;3;2020-03-01 01:50:09
00205200421;MAXALT RPD;4;2020-03-01 01:50:33
02808860429;DILTIAZEM SANDOZ GMBH;2;2020-03-01 01:50:46
02052850423;FOLIFEM;3;2020-03-01 01:51:01
02395430420;ESCITALOPRAM ACCORD;1;2020-03-01 01:51:06
02174750428;COVERLAM;2;2020-03-01 01:51:14
02258310792;TOPIRAMATO SANDOZ;3;2020-03-01 01:51:14
02045340425;TRIMMER;2;2020-03-01 01:51:23
02082790425;FOSINOPRIL ZENTIVA;2;2020-03-01 01:51:48
02354140424;RAMIPRIL KRKA;1;2020-03-01 01:51:53
01360590424;SOLOSA;5;2020-03-01 01:52:03
02536680420;ENALAPRIL +  IDROCLOROTIAZIDE EUROGENERICI;3;2020-03-01 01:52:06
02832700427;PAROXETINA DOC GENERICI;3;2020-03-01 01:52:29
02284270424;OMEPRAZOLO TEVA;4;2020-03-01 01:52:45
02407620422;CACIT;5;2020-03-01 01:52:48
01283660429;LEVETIRACETAM EUROGENERICI;3;2020-03-01 01:52:51
01325090429;SILODOSINA AUROBINDO;4;2020-03-01 01:52:54
