PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
02513010427;ZOPRAZIDE;3;2020-03-22 00:27:47
00171160427;CLARITROMICINA SANDOZ GMBH;2;2020-03-22 00:27:50
02803660428;DESLORATADINA ZENTIVA;2;2020-03-22 00:28:01
01553010420;LOSARTAN SANDOZ;1;2020-03-22 00:28:20
02016730422;SIMESTAT;4;2020-03-22 00:28:39
01422920429;DILTIAZEM SANDOZ BV;2;2020-03-22 00:28:47
02420690428;REPAGLINIDE PENSA;5;2020-03-22 00:29:31
00458350428;FLECAINIDE AUROBINDO;5;2020-03-22 00:29:41
02804550420;DONEPEZIL SUN;3;2020-03-22 00:30:18
02483570426;GASTROLOC;5;2020-03-22 00:31:07
02090370426;ALLOPURINOLO TEVA ITALIA;4;2020-03-22 00:31:11
01327200422;AMOXICILLINA E ACIDO CLAVULANICO SANDOZ GMBH;4;2020-03-22 00:31:32
01008100420;ZOLIUM;5;2020-03-22 00:31:47
01573100680;FARALZIN;1;2020-03-22 00:31:50
02769570421;FLUPID;1;2020-03-22 00:32:06
01404240416;TRINIPLAS;3;2020-03-22 00:32:26
00660470428;ZITROBIOTIC;3;2020-03-22 00:32:42
01977970431;CELECOXIB ZENTIVA;1;2020-03-22 00:32:58
01327770424;ZOLIUM;5;2020-03-22 00:33:05
00887830420;ACIDO ALENDRONICO AUROBINDO;4;2020-03-22 00:33:08
00155670425;UGUROL;3;2020-03-22 00:33:53
01163790429;BETAMETASONE DOC;4;2020-03-22 00:34:02
00735730426;TIMOLOLO OMNIVISION;1;2020-03-22 00:34:03
00167310424;RISECEUS;5;2020-03-22 00:34:10
01577040429;VORICONAZOLO ARISTO;1;2020-03-22 00:34:18
02266660428;SILDENAFIL TEVA ITALIA;4;2020-03-22 00:34:31
00170060420;ISOPTIN;1;2020-03-22 00:34:35
00752170423;ENALAPRIL MYLAN GENERICS;1;2020-03-22 00:34:56
00992560425;ZYLORIC;3;2020-03-22 00:35:16
02421410420;CELECOXIB TECNIGEN;1;2020-03-22 00:35:24
02374750428;SULIDAMOR;1;2020-03-22 00:35:54
02395430420;COXIBEN;1;2020-03-22 00:36:11
00177570439;ASALEX;1;2020-03-22 00:36:47
00805240421;MESALAZINA EG;5;2020-03-22 00:37:11
00194530424;LOSS;5;2020-03-22 00:37:21
02632970428;DICLOFENAC DOC;4;2020-03-22 00:37:52
02809570423;LEVETIRACETAM ACTAVIS GROUP;4;2020-03-22 00:38:03
00714980422;IGROSELES;3;2020-03-22 00:38:20
02263620425;LATANOPROST E TIMOLOLO MYLAN GENERICS;2;2020-03-22 00:38:22
02681060428;FLUOXETINA SANDOZ GMBH;4;2020-03-22 00:38:28
01304600420;RAZIOLET;3;2020-03-22 00:38:31
02537240422;CELECOXIB AUROBINDO;3;2020-03-22 00:38:44
02540740426;MEMANTINA MYLAN;5;2020-03-22 00:39:02
00372590422;IBUPROFENE PHARMEG;3;2020-03-22 00:39:08
01168600425;AZARGA;5;2020-03-22 00:39:19
01165430420;IDROCLOROTIAZIDE AUROBINDO;1;2020-03-22 00:39:21
00155510423;RIVASTIGMINA AUROBINDO;3;2020-03-22 00:39:35
01304610429;ACADIMOX;4;2020-03-22 00:39:52
01229130420;ACIDO ALENDRONICO E COLECALCIFEROLO ZENTIVA;5;2020-03-22 00:40:03
02082790425;INASAL;5;2020-03-22 00:40:32
01310900426;CELARTROX;1;2020-03-22 00:41:04
00094720422;SALBUTAMOLO SANDOZ;5;2020-03-22 00:41:34
02603280427;ACICLOVIR AUROBINDO PHARMA;1;2020-03-22 00:41:35
02806420424;NEBIVOLOLO EG;2;2020-03-22 00:42:25
00123220428;ESCITALOPRAM AUROBINDO;2;2020-03-22 00:42:31
01331160422;NEODUPLAMOX;1;2020-03-22 00:42:35
01141950426;LANSOX;2;2020-03-22 00:42:39
02401720426;UTUFAR;1;2020-03-22 00:42:51
02813870421;CALCIPOTRIOLO SANDOZ;3;2020-03-22 00:43:12
02536700426;BRUFEN;5;2020-03-22 00:44:08
00156300428;SOLIAN;4;2020-03-22 00:44:19
00156670424;CEDRAVIS;3;2020-03-22 00:45:14
02656300429;BROSTIMAB;5;2020-03-22 00:45:20
00936410422;AROMASIN;5;2020-03-22 00:46:05
02542140427;FOSFOMICINA ZENTIVA;2;2020-03-22 00:46:08
01525290423;AZITROMICINA ALMUS;2;2020-03-22 00:46:20
00935300426;CLOPIDOGREL DOC GENERICI;2;2020-03-22 00:46:21
00032630428;RISEDRONATO DOC;1;2020-03-22 00:46:51
02671260426;PERINDOPRIL  E AMLODIPINA EUROGENERICI;2;2020-03-22 00:46:54
02045340425;LINEZOLID ACCORD;5;2020-03-22 00:46:57
00592060420;CELECOXIB ZENTIVA;3;2020-03-22 00:47:02
00736750423;PERINDOPRIL INDAPAMIDE MYLAN GENERICS;2;2020-03-22 00:47:17
00128350428;AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA LAB;2;2020-03-22 00:47:39
01891390435;BACLOFENE MYLAN GENERICS;4;2020-03-22 00:47:51
02269580425;IRBESARTAN E IDROCLOROTIAZIDE DOC GENERICI;5;2020-03-22 00:49:15
00838020428;CANDESARTAN AUROBINDO;2;2020-03-22 00:49:37
00109450429;LANSOPRAZOLO ALMUS;4;2020-03-22 00:50:06
02583700428;BISOPROLOLO MYLAN;1;2020-03-22 00:51:06
00045190428;CELECOXIB ZENTIVA;2;2020-03-22 00:51:10
02834420420;EPLERENONE TECNIGEN;5;2020-03-22 00:51:19
02303900423;LANSOPRAZOLO MYLAN GENERICS;3;2020-03-22 00:51:22
02770160428;ENTECAVIR KABI;4;2020-03-22 00:51:32
00886370428;TENORMIN;2;2020-03-22 00:51:37
01574740427;VALSARTAN E IDROCLOROTIAZIDE TEVA;4;2020-03-22 00:51:41
00332510429;LONGASTATINA;5;2020-03-22 00:52:16
01115500421;TROZOCINA;2;2020-03-22 00:52:17
02528570423;CEFTAZIDIMA PENSA;4;2020-03-22 00:52:32
01099500421;LEVODOPA/CARBIDOPA/ENTACAPONE TECNIGEN;1;2020-03-22 00:52:36
02722250426;RAMIPRIL IDROCLOROTIAZIDE MYLAN GENERICS;1;2020-03-22 00:52:58
01148790429;ZITROBIOTIC;1;2020-03-22 00:53:10
00106410426;ZITROGRAM;3;2020-03-22 00:53:16
00817700420;RASAGILINA MYLAN;4;2020-03-22 00:53:24
02346030428;NOBISTAR;5;2020-03-22 00:53:48
00011270428;ACIDO URSODESOSSICOLICO AUROBINDO;5;2020-03-22 00:54:16
00106720428;LOSARTAN SUN;2;2020-03-22 00:54:42
02810370425;OMEGA 3 TEVA;5;2020-03-22 00:54:56
00179910427;CLARITROMICINA DOC GENERICI;4;2020-03-22 00:54:56
00590320420;PRIZITEC;2;2020-03-22 00:55:11
02402620427;CEFTRIAXONE PENSA;1;2020-03-22 00:55:49
02809180421;IRBESARTAN/IDROCLOROTIAZIDE TEVA;2;2020-03-22 00:55:53
00446160426;ASMAFLU;5;2020-03-22 00:56:00
02174750428;DIAGLIMET;1;2020-03-22 00:56:14
01577000423;CELECOXIB PFIZER;3;2020-03-22 00:56:15
02298560422;GLUCOSIO GALENICA SENESE;5;2020-03-22 00:56:50
00375220423;CITALOPRAM EUROGENERICI;2;2020-03-22 00:57:01
01502950429;ZOMIG RAPIMELT;1;2020-03-22 00:57:10
00886430420;SOTALOLO MYLAN GENERICS;1;2020-03-22 00:57:15
00992280420;LANSOPRAZOLO TECNIGEN;2;2020-03-22 00:57:41
02067420428;RITECAM;1;2020-03-22 00:57:43
02092440425;TREODRIL;4;2020-03-22 00:57:59
00135200426;ENALAPRIL IDROCLOROTIAZIDE HEXAL;4;2020-03-22 00:58:04
02721500425;DORZONORM;4;2020-03-22 00:58:10
02631650427;LANSOPRAZOLO TECNIGEN;2;2020-03-22 00:58:17
00474070422;NIMESULIDE GIT;5;2020-03-22 00:58:19
01591190424;ALMARYTM;3;2020-03-22 00:58:20
02286900424;GABAPENTIN ZENTIVA;4;2020-03-22 00:58:31
03664141201;MILLIBAR;1;2020-03-22 00:58:46
01283660429;GABEX;5;2020-03-22 00:58:47
02364740429;AMLODIPINA ARISTO;1;2020-03-22 00:59:14
00387550429;DUTASTERIDE ARISTO;4;2020-03-22 00:59:24
01258500428;CEFUROXIMA SANDOZ;1;2020-03-22 00:59:40
01430880425;EFRIDOL;3;2020-03-22 00:59:48
10166250968;HALDOL;5;2020-03-22 00:59:53
01189020066;NOGREG;3;2020-03-22 00:59:55
02535540427;FLUOXETINA EG;4;2020-03-22 00:59:56
01977970431;LISINOPRIL IDROCLOROTIAZIDE TEVA;4;2020-03-22 01:00:01
00170060420;FULCROSUPRA;4;2020-03-22 01:00:03
00724440425;RAMIPRIL ALMUS;2;2020-03-22 01:00:04
01553010420;PIOGLITAZONE E METFORMINA DOCGEN;1;2020-03-22 01:00:22
01258500428;VALACICLOVIR EG;1;2020-03-22 01:00:29
01360590424;CAPECITABINA ZENTIVA;5;2020-03-22 01:00:40
02809570423;CLOZAPINA TEVA;2;2020-03-22 01:00:56
02204580423;VASCOMAN;1;2020-03-22 01:01:55
02407620422;PORTEX;4;2020-03-22 01:02:01
02420690428;LOCARD;4;2020-03-22 01:02:01
02404410421;SOTRIZOL;4;2020-03-22 01:02:04
00205200421;CLOZAPINA ACCORD;4;2020-03-22 01:02:09
01341060422;CINACALCET DOC;5;2020-03-22 01:02:39
00992280420;LUKASM;3;2020-03-22 01:02:56
02483570426;XALATAN;2;2020-03-22 01:03:30
01163790429;LOVASTATINA EG;1;2020-03-22 01:03:37
00886370428;ETORICOXIB ALTER;5;2020-03-22 01:04:02
02804550420;ALMOTRIPTAN MYLAN;5;2020-03-22 01:04:15
02298560422;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;3;2020-03-22 01:04:27
02536680420;KRUXADE;2;2020-03-22 01:04:29
01168600425;METOPROLOLO;2;2020-03-22 01:04:48
02770160428;LOSARTAN SUN;5;2020-03-22 01:04:53
00066360421;ISODIFA;4;2020-03-22 01:05:03
01229130420;LERCANIDIPINA RATIOPHARM ITALIA;2;2020-03-22 01:05:39
02513010427;PREGABALIN ACCORD;1;2020-03-22 01:06:20
00332510429;PANTOPRAZOLO ZENTIVA;4;2020-03-22 01:06:41
01304610429;GLAUBRIM;1;2020-03-22 01:06:43
02658310608;AMLODIPINA KRKA;3;2020-03-22 01:06:50
01573100680;CEFRAG;2;2020-03-22 01:06:57
00474070422;RUPATADINA AUROBINDO;3;2020-03-22 01:08:42
01170410425;QUETIAPINA SANDOZ;1;2020-03-22 01:08:53
02016730422;CEFIXIMA EG;2;2020-03-22 01:08:56
02269580425;IRBESARTAN SUN;1;2020-03-22 01:09:04
01331160422;LISINOPRIL IDROCLOROTIAZIDE DOC GENERICI;4;2020-03-22 01:09:11
00936580422;RABEPRAZOLO EUROGENERICI;2;2020-03-22 01:09:59
02583700428;PERINDOPRIL INDAPAMIDE MYLAN GENERICS;5;2020-03-22 01:10:08
02537820421;LANSOPRAZOLO GIT;5;2020-03-22 01:11:04
00172980427;EPLERENONE ACCORD;3;2020-03-22 01:11:42
02354850428;ESCITALOPRAM MYLAN GENERICS;2;2020-03-22 01:12:09
00156300428;FRIMAIND;4;2020-03-22 01:12:28
02402820423;ACECLOFENAC ACCORD;3;2020-03-22 01:12:39
02450050410;MONTELUKAST ZENTIVA;4;2020-03-22 01:12:42
02395430420;ACTONEL;3;2020-03-22 01:12:45
10166250968;ELONTRIL;5;2020-03-22 01:12:56
02355240421;IRBEDIUR;5;2020-03-22 01:13:11
01502950429;KRUXAGON;5;2020-03-22 01:13:28
00194530424;UMOSTIL;1;2020-03-22 01:14:00
00109450429;ATENOLOLO ARISTO;2;2020-03-22 01:14:04
02613310420;BRINZOLAMIDE MYLAN;1;2020-03-22 01:15:15
02258310792;GOPTEN;3;2020-03-22 01:15:29
01492540420;TACFORIUS;5;2020-03-22 01:15:55
01304600420;MONTELUKAST SANDOZ;3;2020-03-22 01:15:59
00063480420;CLARITROMICINA HEXAL;1;2020-03-22 01:16:04
02715180424;OXIS;5;2020-03-22 01:16:22
00373590421;IBUPROFENE AUROBINDO;3;2020-03-22 01:16:22
01470350669;COLECALCIFEROLO EG;2;2020-03-22 01:16:35
00162290423;ZITRONOVA;2;2020-03-22 01:16:57
00458350428;DIURETOR;1;2020-03-22 01:17:00
01131570424;AMOXICILLINA ALTER;1;2020-03-22 01:17:09
01229120421;SOTALOLO MYLAN GENERICS;4;2020-03-22 01:17:22
00167310424;PIPERACILLINA E TAZOBACTAM IBIGEN;3;2020-03-22 01:18:09
02656300429;CLOPIDOGREL ALTER;5;2020-03-22 01:18:23
02286900424;VALGANCICLOVIR SANDOZ;2;2020-03-22 01:19:00
00156670424;ALSARTIR;2;2020-03-22 01:19:02
02516810427;MEGACE;1;2020-03-22 01:19:08
02769570421;LOSARTAN E IDROCLOROTIAZIDE ZENTIVA ITALIA;1;2020-03-22 01:19:27
01431020427;OXIS;4;2020-03-22 01:19:32
02090370426;ALMOGRAN;1;2020-03-22 01:19:36
00135880425;GALNORA;5;2020-03-22 01:19:47
01591190424;BEZALIP;3;2020-03-22 01:20:20
02310080425;QUETIAPINA DOC;5;2020-03-22 01:20:38
00032630428;FOSINOPRIL IDROCLOROTIAZIDE TEVA;1;2020-03-22 01:20:42
02458200421;PRITOR;3;2020-03-22 01:21:04
02159410428;PALIPERIDONE SANDOZ;2;2020-03-22 01:21:15
01272100437;GLUCOSIO DIACO;2;2020-03-22 01:21:21
00026370429;IDROCLOROTIAZIDE AUROBINDO;4;2020-03-22 01:21:30
02536700426;KETOROLAC DOC GENERICI;5;2020-03-22 01:21:44
02803660428;LEZIMIS;5;2020-03-22 01:21:44
00176190429;CLARITYN;2;2020-03-22 01:22:01
02487090421;VENLAFAXINA MYLAN GENERICS;5;2020-03-22 01:22:02
02535540427;PERINDOPRIL SANDOZ;2;2020-03-22 01:22:08
02722250426;ALENDRONATO E COLECALCIFEROLO MYLAN PHARMA;1;2020-03-22 01:22:19
02266660428;AIRSUS;2;2020-03-22 01:22:24
00660470428;MEMANTINA ACCORD;5;2020-03-22 01:23:08
02077490429;MEMANTINA TECNIGEN;2;2020-03-22 01:23:12
02310740424;CITALOPRAM DOC GENERICI;2;2020-03-22 01:23:38
02528570423;GLOROS;5;2020-03-22 01:24:04
02813870421;IRBESARTAN MYLAN;4;2020-03-22 01:24:16
02174750428;CHIARO;4;2020-03-22 01:24:31
02502470426;ADESITRIN;4;2020-03-22 01:24:33
01177630241;FELODIPINA RATIOPHARM;4;2020-03-22 01:25:07
01018290427;RAMIPRIL RATIOPHARM ITALIA;4;2020-03-22 01:25:27
03664141201;CANDESARTAN E IDROCLOROTIAZIDE EG;5;2020-03-22 01:25:41
02006840421;RIZATRIPTAN DOC GENERICI;5;2020-03-22 01:26:08
00108460429;LATANOPROST TIMOLOLO ZENTIVA;5;2020-03-22 01:26:16
00735730426;AMOXICILLINA E ACIDO CLAVULANICO SANDOZ GMBH;3;2020-03-22 01:26:35
01385890429;AMOXICILLINA ARISTO;5;2020-03-22 01:26:35
00433900420;IBUPROFENE EUROGENERICI;5;2020-03-22 01:26:49
02067420428;FLUCONAZOLO SANDOZ;5;2020-03-22 01:26:56
00135200426;CLOPINOVO;2;2020-03-22 01:27:02
01525290423;CELECOXIB AUROBINDO;2;2020-03-22 01:27:06
01541420426;RASAGILINA DOC GENERICI;1;2020-03-22 01:27:46
00177570439;ROPINIROLO MYLAN;3;2020-03-22 01:27:49
00752170423;QUETIAPINA MYLAN GENERICS;4;2020-03-22 01:28:37
00176320422;REQUIP;3;2020-03-22 01:29:07
02721500425;ESCITALOPRAM DOC GENERICI;1;2020-03-22 01:29:19
00838020428;MANIDIPINA ZENTIVA;5;2020-03-22 01:29:23
01099500421;CLARITROMICINA PENSA;5;2020-03-22 01:29:37
01310900426;NEBICINA;5;2020-03-22 01:29:53
02484020421;SIMVASTATINA MYLAN GENERICS;2;2020-03-22 01:30:18
00106410426;ESOMEPRAZOLO ZENTIVA;5;2020-03-22 01:30:45
00179910427;REAPTAN;1;2020-03-22 01:30:52
01577040429;CARVEDILOLO SANDOZ;1;2020-03-22 01:30:57
01115500421;FEMARA;4;2020-03-22 01:31:00
02174000428;FLUVASTATINA DOC GENERICI;1;2020-03-22 01:31:01
00160090429;LEVOCETIRIZINA TEVA;1;2020-03-22 01:31:19
02745270427;METFORMINA EG;5;2020-03-22 01:31:31
02540740426;DOLGOSIN;2;2020-03-22 01:31:33
02715770422;EXELON;5;2020-03-22 01:31:37
00516270428;FLUVOXAMINA EG;2;2020-03-22 01:31:44
00935300426;RAMIPRIL IDROCLOROTIAZIDE ZENTIVA;2;2020-03-22 01:32:17
02462410420;ELEKTRA;1;2020-03-22 01:32:20
01008100420;LOSARTAN ZENTIVA;5;2020-03-22 01:32:31
02671260426;GLICLAZIDE TEVA;5;2020-03-22 01:32:38
01327200422;GLUCOSIO GALENICA SENESE;3;2020-03-22 01:32:45
00094720422;AMOSOL;2;2020-03-22 01:33:00
02309280416;ELIOSID;4;2020-03-22 01:33:00
02374750428;AMOXICILLINA SANDOZ GMBH;1;2020-03-22 01:33:19
02217820428;NAFIPROSIL;5;2020-03-22 01:33:27
00097050421;RUPATADINA MYLAN PHARMA;1;2020-03-22 01:33:30
02806420424;MICUTAN;1;2020-03-22 01:34:11
01054480429;RAMIPRIL E AMLODIPINA KRKA;2;2020-03-22 01:34:51
01141950426;OMEGA 3 DOC;1;2020-03-22 01:35:21
00128350428;PEPTAZOL;3;2020-03-22 01:35:28
02109130423;COLEAMA;1;2020-03-22 01:36:01
02402620427;IRBESARTAN ACCORD;1;2020-03-22 01:36:17
02412410421;CEFPODOXIMA MYLAN;2;2020-03-22 01:36:24
01189020066;LATAY;5;2020-03-22 01:36:53
02303900423;TOMAINO;2;2020-03-22 01:37:12
00005280425;MICARDISPLUS;2;2020-03-22 01:37:12
00887830420;INDAPAMIDE PENSA;2;2020-03-22 01:37:14
00090010422;RASAGILINA PENSA;3;2020-03-22 01:37:40
00371300427;POKECEF;2;2020-03-22 01:37:51
02809180421;IRBESARTAN TEVA;5;2020-03-22 01:37:57
00592060420;FLUVASTATINA TEVA;5;2020-03-22 01:37:59
01063290421;URSILON;3;2020-03-22 01:38:19
02834420420;CIPROFLOXACINA ALTER;5;2020-03-22 01:38:23
01581650429;MADOPAR;1;2020-03-22 01:38:44
02772230427;COLECALCIFEROLO IPSO PHARMA;1;2020-03-22 01:38:47
01165430420;KLACID RM;4;2020-03-22 01:38:48
02537240422;TADALAFIL MYLAN;2;2020-03-22 01:38:56
00817700420;LERCANIDIPINA DOC GENERICI;1;2020-03-22 01:39:15
01283660429;ACICLOVIR AUROBINDO ITALIA;5;2020-03-22 01:39:26
02206830420;PRETERAX;1;2020-03-22 01:39:32
00372590422;RAMIPRIL E AMLODIPINA EG;5;2020-03-22 01:39:35
01327770424;GLICLAZIDE KRKA;3;2020-03-22 01:40:00
00106720428;SOTALOLO TEVA;5;2020-03-22 01:40:10
00886430420;FEBUXOSTAT TEVA;4;2020-03-22 01:40:49
01325090429;CEFTAZIDIMA DOC;1;2020-03-22 01:40:57
02346030428;FINASTERIDE SANDOZ;4;2020-03-22 01:40:59
02389050424;VENLAFAXINA ZENTIVA;1;2020-03-22 01:41:14
00387550429;DESFERAL;4;2020-03-22 01:41:19
01577000423;TENSOGARD;5;2020-03-22 01:41:30
02082790425;ACIDO IBANDRONICO EG;5;2020-03-22 01:41:42
02632970428;ESOMEPRAZOLO DOC GENERICS;2;2020-03-22 01:41:43
01891390435;RAMIPRIL DOC GENERICI;3;2020-03-22 01:41:51
02045340425;VELAMOX;5;2020-03-22 01:41:58
00936410422;TETRABENAZINA SUN;5;2020-03-22 01:42:21
02832700427;INEGY;2;2020-03-22 01:42:44
02603280427;FOLICOM;2;2020-03-22 01:43:03
00093530426;GLICLAZIDE MYLAN GENERICS;5;2020-03-22 01:43:26
00375220423;SOTALOLO;2;2020-03-22 01:43:28
02092440425;NOFRATTIL;2;2020-03-22 01:44:52
02549300420;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;3;2020-03-22 01:44:59
02052850423;LOVASTATINA DOC;3;2020-03-22 01:45:02
02691810424;NEBIVOLOLO KRKA;3;2020-03-22 01:45:10
00805240421;SEVELAMER SANDOZ GMBH;2;2020-03-22 01:45:18
02552120426;TAMSULOSIN SUN;3;2020-03-22 01:45:25
00123220428;FOLIDEX;1;2020-03-22 01:46:08
02841830421;MEMANTINA MYLAN;2;2020-03-22 01:46:13
02808860429;PIPERACILLINA;3;2020-03-22 01:46:24
00900100421;PIPERITAL;5;2020-03-22 01:46:37
01148790429;VANTAVO;3;2020-03-22 01:46:41
01261600421;NIMESULIDE ALTER;2;2020-03-22 01:47:00
00155670425;ALGECIA;5;2020-03-22 01:47:07
02365710421;ARIPIPRAZOLO ZENTIVA;4;2020-03-22 01:47:33
00446160426;SOTALOLO MYLAN GENERICS;3;2020-03-22 01:47:55
00704740422;LANSOPRAZOLO SUN;1;2020-03-22 01:48:48
00045190428;LIPIDOVER;2;2020-03-22 01:48:51
00008080426;ACIDO ACETILSALICILICO ARISTO;3;2020-03-22 01:49:04
