PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
01573100680;ZOLMITRIPTAN MYLAN GENERICS;5;2020-03-22 01:21:10
01404240416;ADCIRCA;5;2020-03-22 01:21:19
00205200421;PANTOFIR;2;2020-03-22 01:21:34
00123220428;ARBUX;1;2020-03-22 01:22:04
02077490429;PAROXETINA ZENTIVA;2;2020-03-22 01:22:10
00992560425;SOTALOLO ARISTO;1;2020-03-22 01:22:15
00005280425;LERCANIDIPINA RATIOPHARM ITALIA;4;2020-03-22 01:22:17
00886370428;BUDINEB;2;2020-03-22 01:22:41
01310900426;PANTOPRAZOLO ALTER;5;2020-03-22 01:23:47
00106720428;CRATIV;1;2020-03-22 01:23:51
01272100437;QUILOGA;5;2020-03-22 01:23:59
02016730422;RASAGILINA SANDOZ;2;2020-03-22 01:23:59
00160090429;MULTAQ;4;2020-03-22 01:24:26
00474070422;PRAXIS;3;2020-03-22 01:24:27
02745270427;FEBUXOSTAT ACCORD;2;2020-03-22 01:24:51
02346020429;EXELON;4;2020-03-22 01:24:57
01422920429;BISOPROLOLO PENSA PHARMA;5;2020-03-22 01:25:01
02631650427;MIRTAZAPINA ALMUS;2;2020-03-22 01:25:25
00458350428;PAROXETINA SUN;5;2020-03-22 01:25:28
00045190428;RAMIPRIL RATIOPHARM;4;2020-03-22 01:25:45
02346030428;MELOXICAM EG;5;2020-03-22 01:25:54
00375220423;MONTELUKAST TECNIGEN;3;2020-03-22 01:26:28
00887830420;BRINZOLAMIDE SANDOZ;5;2020-03-22 01:27:33
00170060420;MONTELUKAST TECNIGEN;4;2020-03-22 01:27:39
02535540427;ANTEPSIN;1;2020-03-22 01:27:56
02354140424;QUETIAPINA MYLAN;1;2020-03-22 01:28:46
02502470426;VALSARTAN E IDROCLOROTIAZIDE TEVA PHARMA;2;2020-03-22 01:28:55
00176190429;ESCITALOPRAM SUN;3;2020-03-22 01:29:00
00106410426;DULOXETINA KRKA;5;2020-03-22 01:29:19
00135880425;AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO;4;2020-03-22 01:29:36
00935300426;MONTELUKAST SUN;4;2020-03-22 01:29:38
00176320422;SIEVERT;3;2020-03-22 01:29:41
02310080425;VASCOMAN;4;2020-03-22 01:29:41
02549300420;ZOLODER;1;2020-03-22 01:30:11
00090010422;PAROXETINA MYLAN GENERICS;3;2020-03-22 01:30:46
00035600428;SIMVASTATINA SUN;4;2020-03-22 01:31:28
01431020427;ACIDO ALENDRONICO ALTER;4;2020-03-22 01:31:46
02159410428;PREGABALIN AUROBINDO;3;2020-03-22 01:32:05
00736750423;FINASTERIDE AHCL;2;2020-03-22 01:32:11
01229120421;URSOLISIN;1;2020-03-22 01:32:21
01577040429;TAMSULOSINA HEXAL;1;2020-03-22 01:32:32
00446160426;FLUCONAZOLO SANDOZ;1;2020-03-22 01:32:39
02483570426;ESKIM;5;2020-03-22 01:32:44
00516270428;GLICLAZIDE EG;5;2020-03-22 01:32:47
00724440425;VALSARTAN MYLAN GENERICS ITALIA;1;2020-03-22 01:32:50
02303900423;UGUROL;1;2020-03-22 01:32:54
02174000428;TAVACOR;3;2020-03-22 01:32:57
02770160428;RASAGILINA TECNIGEN;3;2020-03-22 01:33:12
02092440425;ACIDO URSODESOSSICOLICO DOC GENERICI;4;2020-03-22 01:33:17
00171160427;NAFIPROSIL;3;2020-03-22 01:33:17
02395430420;TEDIM;4;2020-03-22 01:33:19
02354850428;CALCIUM SANDOZ;5;2020-03-22 01:33:21
02090370426;TARGOCID;5;2020-03-22 01:33:35
01165430420;MEMANTINA ACCORD;3;2020-03-22 01:33:53
02809570423;PANTOPRAZOLO SUN PHARMACEUTICAL INDUSTRIES LIMITED;2;2020-03-22 01:34:07
00063480420;LANSOPRAZOLO TEVA;4;2020-03-22 01:34:32
01115500421;PRESSURAL;4;2020-03-22 01:34:54
00886430420;ORMICTON;4;2020-03-22 01:35:03
01261600421;ZELITREX;3;2020-03-22 01:35:20
00108460429;FLECAINIDE SANDOZ;3;2020-03-22 01:35:40
02552120426;ALENDRONATO E COLECALCIFEROLO TEVA ITALIA;4;2020-03-22 01:35:58
01018290427;VALSARTAN HCS;1;2020-03-22 01:36:34
00032630428;ROSUVASTATINA TECNIGEN;5;2020-03-22 01:36:46
01385890429;OLMESARTAN MEDOXOMIL E AMLODIPINA TEVA;1;2020-03-22 01:37:03
02536680420;DULOXETINA KRKA;5;2020-03-22 01:37:17
00373590421;FUNGUS;1;2020-03-22 01:37:26
02715180424;BENKETOL;5;2020-03-22 01:37:52
00172980427;IRBECOR;2;2020-03-22 01:38:01
00179910427;CARBAMAZEPINA EG;3;2020-03-22 01:38:05
02531230429;ALGOLIDER;4;2020-03-22 01:38:07
02284270424;LERCANIDIPINA SUN;2;2020-03-22 01:38:07
01331160422;POSACONAZOLO MYLAN;3;2020-03-22 01:38:24
02632970428;NIFEDIPINA MYLAN GENERICS ITALIA;5;2020-03-22 01:39:13
02389050424;SIMVASTATINA AUROBINDO;3;2020-03-22 01:39:24
01325090429;TASDURIT;5;2020-03-22 01:39:24
02402620427;DALNEVA;3;2020-03-22 01:39:25
02206830420;CANDESARTAN E IDROCLOROTIAZIDE AUROBINDO;3;2020-03-22 01:39:29
00128350428;AMLODIPINA ALTER;4;2020-03-22 01:39:58
00805240421;LEVIORINIL;5;2020-03-22 01:40:01
02309280416;OCTREOTIDE SUN;5;2020-03-22 01:40:23
00008080426;BISOPROLOLO PENSA PHARMA;1;2020-03-22 01:40:24
02681060428;AZITROMICINA MYLAN GENERICS ITALIA;2;2020-03-22 01:40:34
00936410422;NEBIVOLOLO SANDOZ;5;2020-03-22 01:40:35
02006840421;ZOFENOPRIL E IDROCLOROTIAZIDE DOC GENERICI;2;2020-03-22 01:40:58
02809180421;SOTALOLO;1;2020-03-22 01:41:39
00332510429;KRUXADE;2;2020-03-22 01:41:41
02656300429;OLMESARTAN TECNIGEN;3;2020-03-22 01:42:12
02407620422;RUPAFIN;4;2020-03-22 01:42:30
00387550429;ZEUSEFF;3;2020-03-22 01:42:46
02402820423;AMOXICILLINA E ACIDO CLAVULANICO DOC GENERICI;3;2020-03-22 01:42:59
00162290423;VALSARTAN MYLAN GENERICS ITALIA;2;2020-03-22 01:43:13
02583700428;NOBISTAR;1;2020-03-22 01:43:31
01304600420;SOSARIA;4;2020-03-22 01:43:40
01168600425;RAMIPRIL E IDROCLOROTIAZIDE ACCORD;2;2020-03-22 01:44:11
00752170423;BRIMOTON;5;2020-03-22 01:44:19
00097050421;LANSOPRAZOLO SUN;1;2020-03-22 01:44:21
02462410420;PIOGLITAZONE TECNIGEN;1;2020-03-22 01:44:27
01189020066;DAYTRIX;4;2020-03-22 01:44:38
00194530424;AMOXICILLINA E ACIDO CLAVULANICO ALMUS;2;2020-03-22 01:44:54
01492540420;LEVETIRACETAM ACCORD;4;2020-03-22 01:45:05
02715770422;TADALAFIL SANDOZ;5;2020-03-22 01:46:13
03664141201;TARGOSID;4;2020-03-22 01:46:23
02258310792;ORELOX;1;2020-03-22 01:46:39
00167310424;LUMIGAN;1;2020-03-22 01:46:42
01148790429;NEBIVOLOLO E IDROCLOROTIAZIDE SANDOZ;5;2020-03-22 01:46:49
01553010420;ASACOL;5;2020-03-22 01:47:05
02298560422;PANTOPRAZOLO DOC;1;2020-03-22 01:47:12
02841830421;GLAMOR;4;2020-03-22 01:47:23
01177630241;DICLOFAN;5;2020-03-22 01:47:28
00372590422;VALGANCICLOVIR TEVA;2;2020-03-22 01:47:43
01327200422;INDAPAMIDE MYLAN GENERICS ITALIA;4;2020-03-22 01:47:50
02834420420;CORIPREN;4;2020-03-22 01:48:08
02487090421;SAMBETAN;2;2020-03-22 01:48:26
02513010427;LAROXYL;2;2020-03-22 01:48:27
00681310421;ACIDO ALENDRONICO E COLECALCIFEROLO EG;1;2020-03-22 01:48:47
02536700426;MANIDIPINA DOC GENERICI;4;2020-03-22 01:49:24
00936580422;RATIPRED;5;2020-03-22 01:49:55
00177570439;MIRTAZAPINA EUROGENERICI;3;2020-03-22 01:51:00
01283660429;KETOPROFENE SALE DI LISINA RATIOPHARM;3;2020-03-22 01:51:03
02204580423;DASSELTA;3;2020-03-22 01:51:08
01099500421;LISINOPRIL IDROCLOROTIAZIDE PENSA;1;2020-03-22 01:51:19
01541420426;GLICONORM;3;2020-03-22 01:51:44
01008100420;DILIVAS;1;2020-03-22 01:51:46
02420690428;POSACONAZOLO ACCORD;5;2020-03-22 01:51:53
02803660428;REPAGLINIDE MYLAN GENERICS;1;2020-03-22 01:52:10
02769570421;AZITROERRE;2;2020-03-22 01:52:25
