PARTITAIVA;FARMACO;QUANTITA;DATA_E_ORA
01131570424;PIOGLITAZONE E METFORMINA EG;3;2020-03-15 00:39:42
02310740424;SIMESTAT;5;2020-03-15 00:40:11
02502470426;BISAR;4;2020-03-15 00:41:05
00123220428;GLIMEPIRIDE MYLAN GENERICS;3;2020-03-15 00:41:13
02810370425;KLUGEN;4;2020-03-15 00:41:27
00170060420;LEFLUNOMIDE MEDAC;2;2020-03-15 00:41:52
01581650429;CITALOPRAM PENSA;4;2020-03-15 00:42:05
02613310420;MAZDIMA;5;2020-03-15 00:42:24
02603280427;SEROPRAM;1;2020-03-15 00:42:38
02374750428;EUROCAL D3;2;2020-03-15 00:43:08
00887830420;TICLOPIDINA AUROBINDO;3;2020-03-15 00:43:20
00094720422;LIMERIK;1;2020-03-15 00:43:26
02658310608;ZADITEN;4;2020-03-15 00:43:26
00992280420;LOVASTATINA DOC;1;2020-03-15 00:43:32
01099500421;AMOXICILLINA ALMUS;2;2020-03-15 00:43:40
01170410425;DICLOFENAC HEXAL AG;4;2020-03-15 00:43:59
00660470428;VISOFID;1;2020-03-15 00:44:58
00177570439;LOVASTATINA MYLAN PHARMA;4;2020-03-15 00:45:01
02412410421;CIPROFLOXACINA SANDOZ;4;2020-03-15 00:45:19
02715770422;MEGEXIA;1;2020-03-15 00:45:26
02536700426;LISINOPRIL IDROCLOROTIAZIDE MYLAN GENERICS;2;2020-03-15 00:46:00
02220640425;DIFOSFONAL;3;2020-03-15 00:46:07
02354850428;BLIXIE;1;2020-03-15 00:46:21
00371300427;COEFFERALGAN;4;2020-03-15 00:46:34
00135880425;AZITROMICINA MYLAN GENERICS ITALIA;3;2020-03-15 00:46:35
02809180421;SERTRALINA ARISTO;5;2020-03-15 00:47:00
02067420428;PRAVASTATINA ALMUS;2;2020-03-15 00:47:01
02159410428;URSACOL;5;2020-03-15 00:47:04
02346030428;LOSARTAN E IDROCLOROTIAZIDE SUN;4;2020-03-15 00:47:31
02365710421;BISOPROLOLO AUROBINDO PHARMA ITALIA;1;2020-03-15 00:48:09
02841830421;ZYLLT;2;2020-03-15 00:48:16
01272100437;LETROZOLO MYLAN GENERICS;4;2020-03-15 00:48:25
02631650427;SETRIOX;3;2020-03-15 00:48:42
01492540420;AMOXICILLINA E ACIDO CLAVULANICO ZENTIVA LAB;4;2020-03-15 00:48:49
02082790425;AMOXICILLINA ARISTO;1;2020-03-15 00:49:09
02310080425;PIROXICAM SANDOZ GMBH;4;2020-03-15 00:49:12
02364740429;ALENDRONATO SANDOZ GMBH;5;2020-03-15 00:49:13
02420690428;APONIL;1;2020-03-15 00:49:56
02090370426;TOPIRAMATO EG;4;2020-03-15 00:51:01
02355240421;LIMERIK;5;2020-03-15 00:51:05
00035600428;FLUXIDIN;2;2020-03-15 00:51:10
00167310424;LOVASTATINA MYLAN PHARMA;3;2020-03-15 00:51:16
00063480420;VORICONAZOLO ARISTO;3;2020-03-15 00:51:17
02204580423;CELLCEPT;2;2020-03-15 00:51:33
02715180424;BEZALIP;3;2020-03-15 00:51:40
01327770424;AZITROMICINA MYLAN GENERICS ITALIA;2;2020-03-15 00:51:54
00992560425;PRASTEROL;2;2020-03-15 00:52:18
02323720421;FLUCONAZOLO HEXAL;3;2020-03-15 00:52:44
00176190429;IRBETENS;1;2020-03-15 00:52:50
00805240421;SERTRALINA DOC GENERICI;1;2020-03-15 00:52:59
00387550429;LOVASTATINA EG;1;2020-03-15 00:53:27
02395430420;DILIVAS;4;2020-03-15 00:53:27
00155510423;NAPROSSENE EG;2;2020-03-15 00:53:38
00205200421;TICLOPIDINA GIT;3;2020-03-15 00:53:51
01008100420;ZERFUN;1;2020-03-15 00:53:56
00005280425;GLICLAZIDE TEVA;3;2020-03-15 00:53:57
00332510429;TRAZER;4;2020-03-15 00:54:33
02298560422;LETROZOLO DOC;4;2020-03-15 00:54:46
01258500428;METFORMINA DOC;1;2020-03-15 00:54:58
02516810427;DIZOLO;2;2020-03-15 00:55:06
02691810424;LEMAXIL;4;2020-03-15 00:55:15
02632970428;MIRTAZAPINA SANDOZ GMBH;3;2020-03-15 00:55:16
02721500425;FEBUXOSTAT EG;1;2020-03-15 00:55:21
01063290421;DULOXETINA KRKA;2;2020-03-15 00:55:33
02809570423;COVERLAM;4;2020-03-15 00:55:41
00936580422;LEVETIRACETAM ZENTIVA;4;2020-03-15 00:56:18
02745270427;FINASTERIDE MYLAN ITALIA;4;2020-03-15 00:56:25
02421410420;GLICLAZIDE EG LABORATORI EUROGENERICI;3;2020-03-15 00:56:37
00109450429;CINACALCET ACCORD;3;2020-03-15 00:57:11
01502950429;IRBESARTAN TECNIGEN;1;2020-03-15 00:57:11
01525290423;LEVOFLOXACINA SANDOZ;1;2020-03-15 00:57:12
01304610429;MAXALT RPD;3;2020-03-15 00:57:16
01261600421;AZIPROME;2;2020-03-15 00:57:17
02217820428;ACIDO ACETILSALICILICO SANDOZ;1;2020-03-15 00:57:20
01189020066;ACADIMOX;3;2020-03-15 00:57:26
01163790429;OLANZAPINA MYLAN;5;2020-03-15 00:57:59
02722250426;LATANOPROST TIMOLOLO ZENTIVA;3;2020-03-15 00:58:08
02401720426;TEICOPLANINA BRADEX;1;2020-03-15 00:58:36
00008080426;ENYGLID;5;2020-03-15 00:58:47
00838020428;BIMATOPROST MYLAN;2;2020-03-15 00:59:05
02402820423;VENLAFAXINA ALTER;3;2020-03-15 00:59:17
10166250968;ATENOLOLO FG;2;2020-03-15 00:59:19
00005280425;SANAPRAV;3;2020-03-15 01:00:04
01099500421;LEVOFLOXACINA ZENTIVA;4;2020-03-15 01:00:05
02613310420;LATATIM;5;2020-03-15 01:00:28
02286900424;TOPAMAX;2;2020-03-15 01:00:39
02310080425;TAVANIC;2;2020-03-15 01:00:46
02769570421;LOSARTAN LABORATORI ALTER;1;2020-03-15 01:00:47
02174750428;SOLACUTAN;2;2020-03-15 01:00:49
02550040428;ATENOLOLO;3;2020-03-15 01:00:51
02841830421;DORTOZ;2;2020-03-15 01:01:00
01325090429;CLODY;5;2020-03-15 01:01:01
00156670424;FINASTERIDE DOC;5;2020-03-15 01:01:13
00128350428;ENTECAVIR MYLAN;1;2020-03-15 01:01:45
00724440425;FEMSEVEN;3;2020-03-15 01:02:00
02715770422;PREGABALIN SANDOZ;4;2020-03-15 01:02:21
00008080426;GLICLAZIDE MYLAN GENERICS;5;2020-03-15 01:02:28
02303900423;TOTTIZIM;5;2020-03-15 01:02:34
00205200421;VENLAFAXINA GERMED;3;2020-03-15 01:03:12
02284270424;PREGABALIN MYLAN;4;2020-03-15 01:03:14
00135200426;FINASTERIDE TEVA ITALIA;5;2020-03-15 01:03:23
00590320420;NOLPAZA;1;2020-03-15 01:04:05
02090370426;ZOLOFT;2;2020-03-15 01:04:21
00372590422;LATANOPROST EG;5;2020-03-15 01:04:26
02528570423;DONEPEZIL ALTER;1;2020-03-15 01:05:08
02658310608;FOSINOPRIL IDROCLOROTIAZIDE TEVA;3;2020-03-15 01:05:10
02006840421;ALVAND;5;2020-03-15 01:05:11
01502950429;ATENOLOLO ALTER;5;2020-03-15 01:05:17
02583700428;OPTINATE;1;2020-03-15 01:06:39
01304610429;ESCITALOPRAM DOC GENERICI;3;2020-03-15 01:06:50
01177630241;TENSIBLOCK;5;2020-03-15 01:06:58
01261600421;ESOMEPRAZOLO TEVA ITALIA;1;2020-03-15 01:07:38
00805240421;ZOLMITRIPTAN DOC GENERICI;2;2020-03-15 01:07:53
01581650429;CIPROFLOXACINA GIT;2;2020-03-15 01:08:51
02487090421;RAMIPRIL IDROCLOROTIAZIDE AUROBINDO;4;2020-03-15 01:08:53
01404240416;PAROXETINA DOC GENERICI;1;2020-03-15 01:09:06
00171160427;LEVOFLOXACINA ABC;3;2020-03-15 01:09:11
02808860429;ENALAPRIL E IDROCLOROTIAZIDE ALMUS;2;2020-03-15 01:09:13
01063290421;REBETOL;3;2020-03-15 01:09:19
02681060428;AMOXICILLINA ZENTIVA ITALIA;4;2020-03-15 01:09:25
02402820423;CEFIXIMA DOC GENERICI;5;2020-03-15 01:10:27
00045190428;REXTAT;3;2020-03-15 01:10:37
02535540427;DECUSTER;1;2020-03-15 01:10:37
02516810427;SILODOSINA ZENTIVA;4;2020-03-15 01:11:08
02632970428;TAMSULOSINA ACCORD;1;2020-03-15 01:11:19
00458350428;LINEZOLID KABI;2;2020-03-15 01:11:30
02745270427;LANSOPRAZOLO TEVA;4;2020-03-15 01:11:37
02540740426;ANAGRELIDE ACCORD;1;2020-03-15 01:11:54
02531230429;FINASTERIDE ABC;2;2020-03-15 01:11:55
02389050424;ALLOPURINOLO PENSA;1;2020-03-15 01:12:18
01430880425;NAVELBINE;1;2020-03-15 01:12:46
01541420426;AZEPTIN;5;2020-03-15 01:12:48
02266660428;LOSARTAN MYLAN GENERICS;2;2020-03-15 01:12:56
00032630428;SELOKEN;5;2020-03-15 01:14:21
02269580425;BISOPROLOLO SANDOZ;3;2020-03-15 01:14:34
00155510423;ISDIBEN;4;2020-03-15 01:14:46
02721500425;PRAMIPEXOLO MYLAN PHARMA;4;2020-03-15 01:15:09
01148790429;CIPROFLOXACINA PHARMACARE;2;2020-03-15 01:15:11
01272100437;REZAN;2;2020-03-15 01:15:18
01258500428;ARIPIPRAZOLO TEVA ITALIA;1;2020-03-15 01:15:20
02513010427;LUCEN;4;2020-03-15 01:15:40
02458200421;ATORVASTATINA ACCORD;4;2020-03-15 01:15:40
00109450429;DESLORATADINA ZENTIVA;5;2020-03-15 01:15:50
01304600420;IBUPROFENE ANGELINI;2;2020-03-15 01:15:53
02656300429;SEROXAT;2;2020-03-15 01:16:32
00162290423;ALFUZOSINA AUROBINDO;4;2020-03-15 01:17:09
01131570424;NEXIUM;5;2020-03-15 01:17:34
02109130423;AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO;2;2020-03-15 01:18:17
01163790429;ONDANSETRON EG;3;2020-03-15 01:18:17
01168600425;SILODOSINA EG;2;2020-03-15 01:18:34
02809180421;TELMISARTAN ZENTIVA;5;2020-03-15 01:18:57
01574740427;KETOROLAC SANDOZ;3;2020-03-15 01:19:21
00026370429;ESOMEPRAZOLO ZENTIVA;3;2020-03-15 01:19:53
00045360427;GLUCOSIO GALENICA SENESE;4;2020-03-15 01:20:00
02484020421;MONTELUKAST AUROBINDO PHARMA ITALIA;2;2020-03-15 01:20:20
02536700426;MELOXICAM EG;1;2020-03-15 01:20:21
01891390435;LEVODOPA/CARBIDOPA/ENTACAPONE TECNIGEN;3;2020-03-15 01:20:21
02263620425;AZITROMICINA ABC;3;2020-03-15 01:21:12
00194530424;CEFTAZIDIMA KABI;4;2020-03-15 01:22:40
02395430420;VALSARTAN E IDROCLOROTIAZIDE EG;4;2020-03-15 01:22:43
02404410421;LISINOPRIL IDROCLOROTIAZIDE DOC GENERICI;5;2020-03-15 01:22:54
01492540420;MONTELUKAST ZENTIVA;3;2020-03-15 01:22:56
02354140424;UNIPRIL;3;2020-03-15 01:23:07
00108460429;KETOROLAC DOC GENERICI;1;2020-03-15 01:23:12
02077490429;CEFOTAXIMA TEVA;3;2020-03-15 01:23:34
00106410426;SIMVASTATINA ABC;1;2020-03-15 01:23:54
02804550420;FORMOTEROLO EG;3;2020-03-15 01:24:08
02813870421;LOSARTAN LABORATORI ALTER;3;2020-03-15 01:24:15
02016730422;ADRENALINA;2;2020-03-15 01:24:25
00177570439;ATORVASTATINA ARISTO;5;2020-03-15 01:24:34
02374750428;TELMISARTAN ALTER;3;2020-03-15 01:24:38
01141950426;FLUCONAZOLO TECNIGEN;4;2020-03-15 01:24:44
02772230427;NEBIVOLOLO E IDROCLOROTIAZIDE SANDOZ;4;2020-03-15 01:25:03
02542140427;COSOPT;4;2020-03-15 01:25:18
02217820428;QUINAZIDE;4;2020-03-15 01:25:18
00992560425;RASAGILINA DOC GENERICI;5;2020-03-15 01:25:18
00375220423;ACIDO FOLICO EG;1;2020-03-15 01:25:34
00887830420;OLMESARTAN MEDOXOMIL E AMLODIPINA SANDOZ;1;2020-03-15 01:25:37
00736750423;OLMETEC;1;2020-03-15 01:25:47
03664141201;MANIDIPINA ZENTIVA;4;2020-03-15 01:26:10
01310900426;METFORMINA DOC;2;2020-03-15 01:26:24
02770160428;ANASTROZOLO SUN;5;2020-03-15 01:26:34
02834420420;ZIMACROL;3;2020-03-15 01:27:42
02323720421;BALFOLIC;3;2020-03-15 01:28:20
01431020427;BRIMONIDINA MYLAN GENERICS;5;2020-03-15 01:28:26
00172980427;NITRODERM TTS;1;2020-03-15 01:28:27
02067420428;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA;3;2020-03-15 01:28:41
02502470426;RAMIPRIL SUN;1;2020-03-15 01:28:44
01573100680;RABEPRAZOLO ALTER;1;2020-03-15 01:28:50
02298560422;EPIFLOXIN;1;2020-03-15 01:29:49
00176190429;DUTASTERIDE TECNIGEN;1;2020-03-15 01:29:58
01327770424;PANTOPRAZOLO TEVA ITALIA;3;2020-03-15 01:30:12
01422920429;TAMSULOSINA ALMUS;1;2020-03-15 01:30:21
01577000423;VALACICLOVIR SANDOZ;2;2020-03-15 01:30:55
01327200422;GABAPENTIN SUN;5;2020-03-15 01:31:23
02715180424;CLARITROMICINA SANDOZ;3;2020-03-15 01:32:19
02631650427;COIRGEN;1;2020-03-15 01:32:49
00156300428;TOLUCOMBI;4;2020-03-15 01:33:02
02420690428;ZEFLUGYN;4;2020-03-15 01:33:24
00123220428;LORTAAN;2;2020-03-15 01:33:40
02206830420;CELECOXIB PFIZER;4;2020-03-15 01:34:08
-;WELLBUTRIN;3;2020-03-15 01:34:10
02310740424;ESOMEPRAZOLO PENSA PHARMA;4;2020-03-15 01:34:12
00838020428;AZATIOPRINA HEXAL;3;2020-03-15 01:34:31
02809570423;FOSINOPRIL AUROBINDO;3;2020-03-15 01:34:44
02421410420;FLUCOSTENOL;4;2020-03-15 01:34:56
01591190424;OLMESARTAN MEDOXOMIL ALTER;5;2020-03-15 01:35:22
02309280416;RIVASTIGMINA SANDOZ;3;2020-03-15 01:35:29
02483570426;BACTIGRAM;1;2020-03-15 01:35:44
01229130420;LOSARTAN EUROGENERICI;1;2020-03-15 01:35:45
00371300427;CITALOPRAM TECNIGEN;3;2020-03-15 01:35:47
00135880425;RAMIPRIL MYLAN GENERICS;5;2020-03-15 01:35:50
00387550429;LEVETIRACETAM AUROBINDO;5;2020-03-15 01:36:32
00936580422;CEFTAZIDIMA KABI;5;2020-03-15 01:36:52
00886370428;PRAVASTATINA SANDOZ GMBH;4;2020-03-15 01:37:32
00735730426;CHETOTIFENE MYLAN GENERICS;5;2020-03-15 01:37:47
02204580423;AMIODARONE AUROBINDO;5;2020-03-15 01:37:47
02220640425;ELETRIPTAN PFIZER;2;2020-03-15 01:38:21
01470350669;DESLORATADINA ZENTIVA;3;2020-03-15 01:38:34
00035600428;LOSARTAN E IDROCLOROTIAZIDE KRKA;3;2020-03-15 01:38:39
01229120421;CEFAZOLINA PHARMACARE;3;2020-03-15 01:38:50
02536680420;ZESTORETIC;2;2020-03-15 01:38:51
01341060422;ARIPIPRAZOLO MYLAN ITALIA;4;2020-03-15 01:38:54
01525290423;MONTELUKAST AUROBINDO PHARMA ITALIA;1;2020-03-15 01:39:09
00681310421;FORZAAR;3;2020-03-15 01:39:10
02832700427;MARICRIO;3;2020-03-15 01:39:15
00817700420;PENTASA;4;2020-03-15 01:39:29
00900100421;ENALAPRIL IDROCLOROTIAZIDE SANDOZ GMBH;5;2020-03-15 01:39:33
00167310424;CITALOPRAM ABC;4;2020-03-15 01:39:42
02806420424;ADRENALINA GALENICA SENESE;3;2020-03-15 01:40:13
01360590424;XINAMOD;1;2020-03-15 01:40:15
02691810424;OFUXAL;1;2020-03-15 01:40:16
02810370425;QUETIAPINA ACCORD;5;2020-03-15 01:40:31
00332510429;LOCARD;1;2020-03-15 01:41:01
02401720426;ITOREX;1;2020-03-15 01:41:02
02364740429;ESCITALOPRAM ALTER;1;2020-03-15 01:42:00
00097050421;KLACID RM;2;2020-03-15 01:42:21
00935300426;IRBECOR;4;2020-03-15 01:42:44
02671260426;CLEVER;1;2020-03-15 01:42:48
02549300420;IBUPROFENE DOC GENERICI;1;2020-03-15 01:42:52
02052850423;KRUPLUS;1;2020-03-15 01:42:55
02045340425;DIANE;4;2020-03-15 01:43:00
01115500421;AZITROMICINA EG;4;2020-03-15 01:43:24
00094720422;CIPROFLOXACINA ALTER;1;2020-03-15 01:43:30
01577040429;RAMIPRIL IDROCLOROTIAZIDE SANDOZ;5;2020-03-15 01:43:37
02174000428;ATORVASTATINA DOC;3;2020-03-15 01:43:43
01018290427;VALSARTAN E IDROCLOROTIAZIDE EG;5;2020-03-15 01:43:49
00446160426;KETOROLAC AUROBINDO;1;2020-03-15 01:43:53
02537240422;DUTASTERIDE ZENTIVA;4;2020-03-15 01:44:06
00011270428;PRAMIPEXOLO TEVA ITALIA;3;2020-03-15 01:44:20
00714980422;OXIBUTININA EG;1;2020-03-15 01:44:30
02346020429;PARACALCITOLO SANDOZ;3;2020-03-15 01:44:32
00179910427;DILADEL;3;2020-03-15 01:45:08
00474070422;SOTRIZOL;2;2020-03-15 01:45:25
02407620422;XENAZINA;2;2020-03-15 01:45:25
01008100420;MANIDIPINA TEVA;1;2020-03-15 01:45:35
00106720428;SOPAVI;3;2020-03-15 01:45:49
00704740422;CITALOPRAM MYLAN GENERICS;3;2020-03-15 01:46:04
02092440425;RAMIPRIL E AMLODIPINA KRKA;5;2020-03-15 01:46:22
02346030428;RISEDRONATO ALTER;2;2020-03-15 01:46:23
02412410421;INDAPAMIDE;1;2020-03-15 01:46:58
01331160422;PREDNISONE DOC GENERICI;2;2020-03-15 01:47:18
00660470428;AZIPROME;3;2020-03-15 01:47:42
02490060429;VAGILEN;4;2020-03-15 01:47:45
00936410422;LETROZOLO AUROBINDO;3;2020-03-15 01:48:28
10166250968;AZAFOR;5;2020-03-15 01:49:12
01165430420;ROPIRAL;1;2020-03-15 01:49:14
01385890429;GABAPENTIN TEVA PHARMA;4;2020-03-15 01:49:40
02402620427;FLUVASTATINA DOC GENERICI;4;2020-03-15 01:50:06
02365710421;LESCOL;3;2020-03-15 01:50:06
00433900420;GASTROLOC;1;2020-03-15 01:50:16
02803660428;FLUVASTATINA ZENTIVA;5;2020-03-15 01:50:54
00090010422;KETOPROFENE EUROGENERICI;2;2020-03-15 01:51:10
00886430420;COMBIGAN;5;2020-03-15 01:51:21
01553010420;PANTOPRAZOLO ARISTO PHARMA;3;2020-03-15 01:51:23
